"RBP","AS_Site","Contribution","Direction"
"EIF4B","chr16_10866319_10895281",258.9231834,"-"
"EIF3B","chr7_36686794_36690096",258.4888318,"-"
"NUPL2","chr12_56158711_56159586",258.4597831,"+"
"MCM3AP","chr11_33722463_33736381",258.1268241,"+"
"SUPT6H","chr8_24322661_24323833",257.4474491,"+"
"HNRNPH1","chr8_99038566_99063107",257.1670644,"+"
"RBM4","chr11_66617057_66639699",256.5388611,"+"
"NOL8","chr13_51751415_51752862",256.2139907,"+"
"TLR2","chr6_311962_345853",255.5446185,"+"
"SRRM2","chr5_80427545_80434108",255.1575007,"+"
"PPIL4","chr11_66638752_66639699",254.442351,"-"
"RPS3","chr1_44776774_44777613",253.9982779,"+"
"MCM3AP","chr11_33722463_33736381",253.4805699,"+"
"HNRNPL","chr12_57472688_57474041",253.1248847,"+"
"SNRPF","chr1_52064938_52086111",253.1082401,"-"
"HNRNPA2B1","chr1_53852270_53860055",252.7661203,"+"
"PABPN1","chr4_102826636_102827943",252.3647454,"-"
"PUM1","chr8_109334402_109336127",251.7768944,"-"
"TIAL1","chr9_90801893_90843857",251.6972468,"+"
"RBM47","chr12_10710114_10713210",251.5885654,"+"
"EIF3G","chr5_146463793_146468340",250.8005616,"+"
"MKRN2","chr7_26193373_26195846",249.0324801,"-"
"MCTS1","chr8_38163840_38171964",248.7368782,"+"
"ZMAT5","chr11_502181_504426",248.2689055,"-"
"NAA38","chr11_10801087_10802048",248.208281,"+"
"HNRNPH2","chr7_100332581_100335837",248.1885979,"+"
"QKI","chr2_100112524_100142483",248.1399722,"+"
"MCTS1","chr10_72216138_72230365",247.7564051,"+"
"HNRNPL","chr12_57472688_57474041",247.4808183,"+"
"RBM23","chr21_42904276_42908863",247.3480032,"+"
"ZFP36L2","chr11_102320006_102321836",247.308515,"-"
"MKRN2","chr2_232556530_232564246",246.7325255,"-"
"SSB","chr2_101992011_102009561",246.0780843,"-"
"ZFP36L2","chr6_31540534_31541949",245.987543,"+"
"EIF4B","chr6_397252_401423",245.638369,"+"
"LSM1","chr12_53297924_53298048",245.550944,"-"
"KHDRBS1","chr17_50737479_50740305",244.8209374,"+"
"TAF15","chr14_91147858_91157638",244.7651266,"+"
"SNRPC","chr1_184054863_184072826",244.6071194,"+"
"SUPT6H","chr6_5186980_5216617",244.5552731,"+"
"ANKHD1","chr5_140464776_140472238",244.4833101,"+"
"POLR2G","chr7_36594430_36597634",244.1846802,"-"
"HNRNPR","chr2_24315224_24321813",243.7211148,"-"
"ZFR","chr17_60085985_60088196",243.4608302,"-"
"RC3H1","chr19_39335554_39335973",243.4424979,"-"
"RBMS1","chr6_32191870_32192147",242.9655959,"+"
"ZCCHC17","chr18_69910602_69946733",242.5783212,"+"
"SFMBT2","chr11_61430182_61445940",242.513424,"-"
"PCBP1","chr14_69769251_69769510",242.2782894,"-"
"CIRBP","chr10_43396590_43409130",242.0915571,"+"
"HNRNPA1","chr1_228108318_228108954",241.4938306,"+"
"SNRPD1","chr3_184245812_184248781",241.2236389,"+"
"RBM25","chr3_33644903_33658973",241.0018323,"+"
"MCTS1","chr10_63215455_63217206",240.6403539,"-"
"SNRPC","chr7_44843354_44847968",240.1606335,"+"
"MCTS1","chr17_27647118_27648835",239.9727023,"-"
"HNRNPA3","chr10_72334617_72335779",239.9017025,"+"
"G3BP2","chr1_160750423_160752185",239.8693899,"-"
"HNRNPA1","chr1_219179246_219193129",239.7620814,"+"
"YTHDC2","chr5_113515362_113524980",239.4319858,"+"
"HNRNPA0","chr3_25719635_25729132",239.363822,"+"
"MCTS1","chr4_121677950_121681670",239.2180229,"-"
"HNRNPM","chr5_57214193_57221375",239.1959097,"+"
"RBM25","chr1_53228954_53235576",239.1872934,"-"
"SNRPB","chr17_51168343_51171486",239.0081847,"-"
"HNRNPA1L2","chr21_37069624_37072433",238.9796325,"+"
"PUF60","chr8_143818534_143821596",238.9519204,"+"
"EIF3G","chr5_146468403_146469543",238.6266672,"+"
"MCM3AP","chr4_75911353_75914867",238.5999851,"+"
"SSB","chr6_32553966_32555482",238.1026865,"-"
"NCL","chr12_62325933_62355330",238.0411664,"+"
"RBM12","chr2_65048212_65055914",236.8135685,"+"
"SAFB","chr7_96234917_96277195",236.6311109,"+"
"IGF2BP2","chr2_37317179_37317786",236.5227829,"+"
"EIF4B","chr6_397252_401423",236.4157981,"+"
"ZFP36","chr1_30741716_30757658",236.3164667,"-"
"HNRNPC","chr7_95406247_95409900",236.0624752,"+"
"SNRPE","chr14_100361921_100376259",235.5379771,"-"
"SF3A1","chr19_50009385_50016023",235.3800159,"+"
"SAMD4B","chr12_112408656_112409410",235.1100109,"-"
"ZRANB2","chr14_55661612_55667240",235.0788586,"+"
"HTATSF1","chr19_34209051_34215595",234.8411553,"+"
"RBM4B","chr3_180985996_180988022",234.6103624,"+"
"CSDE1","chr7_30498938_30504568",234.2438686,"+"
"PABPC1","chr19_38306990_38307427",234.1165102,"-"
"PUM2","chr1_22052742_22078428",234.025496,"-"
"EIF4H","chr15_101285801_101286907",233.8239033,"+"
"CSDE1","chr16_80976179_80980769",233.6026591,"+"
"SFPQ","chr6_34425221_34425795",233.2083178,"-"
"PPP1R10","chr1_151156722_151166470",233.0124615,"+"
"POLR2G","chr17_7577916_7578164",232.9650335,"+"
"RNF113A","chr2_202297906_202300233",232.9104354,"+"
"YTHDF2","chr17_6641152_6641752",232.9077364,"-"
"CSDE1","chr7_87181341_87182055",232.6012474,"+"
"RALY","chr6_32856205_32858004",232.5438231,"-"
"RBM47","chr3_112128061_112130444",232.4388683,"+"
"HNRNPL","chr7_93146040_93148193",232.2635701,"-"
"ANKHD1","chr3_28241812_28316332",232.2080014,"+"
"ZC3HAV1","chr2_227340380_227342744",232.1951204,"+"
"ANKRD17","chr7_24830905_24834086",232.0748763,"+"
"ASCC1","chr11_10801087_10802048",231.7166847,"+"
"G3BP2","chr7_26190460_26192494",231.6978209,"-"
"HDLBP","chr13_108270424_108303252",231.4728159,"-"
"CNOT4","chr20_34073635_34075873",230.9622086,"-"
"PARP12","chr11_33731468_33736381",230.9232812,"-"
"PPIL4","chr19_2324192_2328386",230.7530664,"-"
"G3BP2","chr8_39914009_39915636",230.7529281,"-"
"SNRPC","chr17_16426877_16427451",230.4997486,"+"
"MBNL3","chr3_152269092_152299404",230.2412047,"-"
"SRRM1","chr1_24660799_24661309",229.7010279,"+"
"TLR2","chr1_161510074_161513894",229.6801624,"-"
"ZC3H18","chr2_241651335_241653511",229.4913227,"+"
"SNRPG","chr2_70288192_70293617",229.4122488,"-"
"FUBP1","chr1_77967101_77967626",229.3478424,"+"
"SRRM1","chr1_24662804_24663182",229.1461058,"+"
"HNRNPM","chr18_9137096_9182381",229.0449633,"+"
"RPS3","chr19_54666436_54666693",228.7861591,"+"
"YTHDF3","chr6_108212254_108222949",228.3701965,"-"
"RBM8A","chr3_66236700_66243202",228.2539699,"+"
"SNRPG","chr6_2959342_2971532",228.173215,"+"
"RBMS1","chr2_160285044_160286968",228.149281,"+"
"GRSF1","chr5_178209447_178210552",228.1271135,"+"
"RBM23","chr15_45587525_45603099",227.754944,"+"
"SYNCRIP","chr3_168027837_168029222",227.7469597,"+"
"ZFR","chr11_60178316_60179214",227.6516395,"-"
"RBM47","chr9_110156497_110168398",227.5889231,"+"
"RBM10","chr3_122106500_122118047",227.5151329,"-"
"HNRNPA0","chr19_51750253_51751813",227.4079803,"-"
"YTHDC2","chr5_113515362_113532878",227.1962558,"+"
"SAMD4B","chr9_4985630_4985939",226.8425153,"+"
"DND1","chr6_32191870_32192147",226.5609811,"-"
"HTATSF1","chr1_31911826_31918969",226.5063957,"-"
"EIF2S1","chr19_51235676_51235822",225.9560063,"+"
"TLR2","chr8_86524997_86528535",225.8857345,"-"
"SPEN","chr16_634797_636093",225.8245071,"-"
"ANKRD17","chr12_124911822_124913190",225.8243399,"-"
"SNRPC","chr7_29121071_29146340",225.6897126,"-"
"SLTM","chr15_58899937_58901259",225.6435865,"+"
"TRMT1","chr7_18290515_18496261",225.2421198,"-"
"RPS3","chr8_144792140_144792365",225.125745,"+"
"RPS3","chr11_810357_811596",224.6816175,"+"
"TAF15","chr4_101790950_101855034",224.5775152,"+"
"ELAVL1","chr3_58204881_58208217",224.5356646,"-"
"G3BP1","chr6_137875035_137875835",224.437931,"+"
"ZFP36L1","chr15_90890484_90890981",224.2564516,"+"
"TRMT2A","chr6_79003858_79004372",223.8762993,"+"
"GTF3A","chr6_32844870_32845417",223.7204041,"+"
"RALY","chr8_39949264_39963607",223.4811579,"+"
"SNRPD1","chr16_85779867_85780378",223.2751664,"+"
"ZFP36L1","chr12_6789662_6814141",223.1904146,"-"
"TLR2","chr2_159780998_159798131",223.0125997,"-"
"RPS3","chr8_98042775_98044942",222.8586452,"+"
"PTBP1","chr16_670175_670248",222.8347675,"+"
"EIF4H","chr1_158198584_158199712",222.8074114,"+"
"RBM17","chr4_113509675_113513327",222.7230736,"+"
"RPS3","chr19_1438892_1440018",222.364998,"+"
"HDLBP","chr1_111125650_111126226",222.1010234,"+"
"RBM34","chr15_49137458_49139527",221.9153582,"+"
"ZCCHC17","chr7_102568184_102569834",221.7788117,"-"
"HTATSF1","chr1_31911826_31918969",221.5495121,"-"
"TLR2","chr3_121788432_121790072",221.3725488,"+"
"YBX1","chr11_46367747_46368004",221.0233601,"+"
"HNRNPM","chr5_57221396_57230845",220.8588952,"+"
"CSDE1","chr3_158110223_158122102",220.8033708,"+"
"QKI","chr9_37780880_37783913",220.7234607,"+"
"RALY","chr3_50061748_50061961",220.6732313,"+"
"TRA2B","chr14_21023321_21025028",220.2130275,"+"
"ZFP36L1","chr9_33026616_33029884",219.940384,"-"
"ZRANB2","chr6_41940585_42048500",219.9120541,"+"
"RBM5","chr1_110895055_110899123",219.6622275,"-"
"PSPC1","chr13_19709599_19730238",219.5979086,"+"
"YTHDF3","chr7_75996599_76003757",219.5679468,"+"
"ZC3H6","chr12_56182079_56184174",219.4712329,"+"
"SNRPD2","chr1_53228954_53235576",219.2777639,"+"
"PUF60","chr3_48922811_48927461",219.0052748,"+"
"TIA1","chr1_90007750_90010087",218.9276919,"+"
"TROVE2","chr5_140334280_140335871",218.9195797,"-"
"PDCD11","chr14_23081836_23090521",218.7697314,"+"
"ZMAT5","chr4_105449403_105473893",218.7014451,"-"
"HNRNPAB","chr5_178210272_178210552",218.6752525,"+"
"LARP7","chr11_47565986_47571470",218.62419,"-"
"ASCC1","chr2_70830921_70831186",218.576825,"+"
"LSM10","chr1_23109127_23168765",218.3810932,"+"
"EIF4H","chr10_96952196_96954952",217.9247349,"+"
"HNRNPK","chr2_112835617_112836707",217.7635554,"-"
"THUMPD1","chr17_81891833_81893551",217.7127844,"+"
"SNRPF","chr2_100137937_100142483",217.616312,"+"
"PUM1","chr6_11201046_11213280",217.4415043,"+"
"CCAR1","chr10_72216138_72230365",217.2903632,"-"
"HNRNPA0","chr3_25719635_25729132",217.0114448,"+"
"HNRNPF","chr15_39588699_39588958",216.9207213,"+"
"HNRNPK","chr2_112835617_112836707",216.8855558,"-"
"HNRNPA2B1","chr14_75279123_75279876",216.7694911,"+"
"TRA2B","chr2_200881488_200885261",216.648382,"+"
"TLR2","chr13_46368249_46368732",216.4648922,"+"
"ZFP36L1","chr13_48976177_49006151",216.3552676,"+"
"SF3B4","chr5_58493838_58496722",216.3196427,"-"
"TLR2","chr14_49828787_49829053",215.8992275,"+"
"PAN3","chr6_34247864_34248978",215.7648072,"+"
"HNRNPA2B1","chr2_227340380_227347225",215.7481763,"+"
"RBM33","chr14_70353252_70359518",215.7279531,"+"
"LSM1","chr19_1276103_1277182",215.6691833,"-"
"EIF2S1","chr8_56214667_56216388",215.3234724,"-"
"SRRM1","chr19_10677310_10679096",215.1809159,"+"
"ZFP36L1","chr12_6789662_6814141",215.0262466,"-"
"SRRT","chr7_100887859_100888041",214.9989909,"+"
"RBM6","chr12_110492122_110496011",214.989546,"-"
"MCM3AP","chr12_118261673_118266654",214.9302125,"+"
"LSM1","chr14_35046628_35050032",214.6685238,"+"
"SNRPD2","chr6_32517752_32518053",214.6236974,"+"
"TAF15","chr14_69771105_69771196",214.6023348,"-"
"CSDE1","chr19_9765035_9768288",214.4589194,"+"
"ANKHD1","chr8_85217502_85219322",214.2272911,"-"
"GRSF1","chr12_56714687_56724451",214.1847527,"+"
"RBMX","chr20_34516461_34526267",213.9227105,"+"
"TAF15","chr2_227325427_227330625",213.8120006,"-"
"ZNF638","chr17_68101959_68114421",213.6522574,"+"
"SNRPB2","chr20_44972158_44975323",213.6452478,"-"
"NCL","chr17_42348539_42388278",213.5603943,"+"
"KRR1","chr12_75487809_75490405",213.380255,"-"
"HNRNPK","chr14_55673012_55675834",213.2661735,"+"
"SUPT6H","chr7_2379511_2380278",213.1818594,"+"
"ZFP36L1","chr9_33026616_33029884",213.0213355,"-"
"SNRPD3","chr22_37570735_37579899",212.6505672,"-"
"RBM47","chr3_141876394_141903619",212.5096001,"-"
"KRR1","chr5_140547840_140548905",212.4992101,"+"
"SNRPD1","chr11_46367747_46368001",212.378952,"+"
"SUPT6H","chr14_55601880_55612018",212.3128306,"+"
"YTHDC2","chr1_46686870_46688352",212.080556,"+"
"PARP14","chr17_78709732_78782201",211.6487288,"-"
"RBMS1","chr2_160285044_160286977",211.3398094,"+"
"YTHDC1","chr4_444432_472574",211.2446243,"+"
"PCBP2","chr4_83107950_83109727",211.20099,"+"
"EIF4H","chr6_24710589_24714317",211.1863295,"-"
"ZFP36L1","chr7_150793600_150796365",211.1050826,"-"
"SLTM","chr12_3826233_3828909",211.0591376,"+"
"LARP4B","chr16_53208709_53209481",210.9364413,"-"
"SNRPF","chr2_19898035_19901705",210.8412475,"+"
"RBMX","chr6_137207077_137218671",210.7990368,"-"
"PUF60","chr17_7016685_7017256",210.7570445,"-"
"LARP4B","chr14_100137802_100141179",210.5350922,"+"
"SNRNP70","chr19_54222130_54242025",210.4708971,"-"
"YTHDF2","chr12_70319364_70335437",210.3986255,"+"
"HNRNPF","chr19_51529981_51530436",209.8969666,"+"
"SF1","chr2_159412545_159428310",209.8919631,"+"
"RBM42","chr6_166946739_166952487",209.8369036,"-"
"YTHDC1","chr11_812633_812759",209.7813615,"+"
"POLR2G","chr17_7578244_7578341",209.682363,"+"
"RPS3","chr1_111477078_111477650",209.5848583,"-"
"KRR1","chr1_108695780_108696042",209.4900335,"-"
"CSDE1","chr8_90001561_90018908",209.4540865,"+"
"ZFP36L2","chr2_241651335_241653511",209.439216,"+"
"SUPT6H","chr11_124625903_124626903",209.4226467,"+"
"TIPARP","chr6_32519640_32581827",209.2339376,"-"
"SSB","chr2_271939_272191",209.1030185,"+"
"ACIN1","chr17_75269469_75270113",209.0643183,"+"
"CCAR1","chr7_26193373_26195846",208.7701375,"-"
"PPARGC1B","chr10_68906337_68906710",208.7094679,"+"
"DAZAP1","chr1_84972034_84996795",208.6659061,"-"
"HNRNPA2B1","chr5_62352710_62353274",208.6616961,"+"
"EIF4H","chr15_101285801_101286907",208.4057797,"+"
"RBM19","chr1_51730124_51745535",208.3380391,"+"
"EIF3B","chr7_2379511_2380203",208.3252918,"+"
"EIF3B","chr10_71760924_71773357",208.2680119,"-"
"SYNJ1","chr6_108994609_108998512",208.2237107,"+"
"PABPN1","chr19_14755877_14756237",208.0624422,"+"
"HNRNPM","chr19_14396473_14397657",207.7575435,"+"
"HNRNPH1","chr20_41533570_41618339",207.54273,"+"
"HNRNPL","chr7_93146040_93148193",207.5109161,"-"
"PTBP2","chr2_131130760_131140166",207.2093112,"+"
"MCTS1","chr8_38163840_38171964",207.1533713,"+"
"PABPN1","chr2_218382375_218382959",207.0649626,"+"
"PABPC4","chr5_88722925_88728492",206.9408058,"+"
"TLR2","chr1_150627592_150629060",206.8543898,"-"
"RPS3","chr3_42621516_42627199",206.7905128,"+"
"ZC3H13","chr3_9689082_9701789",206.7058092,"+"
"SNRPB2","chr15_99671454_99674392",206.6917104,"+"
"SNRNP70","chr3_158821653_158823427",206.6155041,"-"
"MBNL1","chr17_64973517_64974554",206.5400294,"+"
"RC3H2","chr8_80003180_80028694",206.4958085,"+"
"RBM5","chr1_181050286_181052234",206.225106,"+"
"RBMX","chr19_39840515_39840619",206.0075074,"+"
"RBMX","chr2_201277104_201284815",205.9683919,"+"
"RBM14","chr1_53852270_53855000",205.9305898,"+"
"MBNL2","chr6_31701028_31701273",205.797741,"+"
"PABPC1","chr2_85584493_85591724",205.7314101,"+"
"ZC3H11A","chr14_105056166_105057166",205.6469738,"+"
"SYNCRIP","chr1_151056786_151059478",205.6264917,"-"
"RNF113A","chr2_27772692_27779432",205.5431243,"+"
"PARP14","chr1_92837632_92840550",205.1588892,"-"
"RBM28","chr3_151261438_151278286",205.0754594,"+"
"G3BP2","chr19_51750253_51751813",204.90993,"+"
"SNRPC","chr11_61030395_61043065",204.8310725,"+"
"GTF3A","chr6_32934987_32937171",204.7386148,"-"
"IREB2","chr3_141738509_141743508",204.728623,"+"
"PUF60","chr2_27772692_27774423",204.702499,"-"
"SRRT","chr4_98261569_98293407",204.6106409,"+"
"RBMS1","chr12_14425473_14434339",204.5490989,"+"
"MKRN1","chr8_11850047_11850865",204.5165928,"-"
"RBM3","chr11_124626609_124626903",204.438018,"+"
"RBM14","chr2_40430301_40451459",204.4011301,"+"
"PARN","chr7_36529222_36530417",204.1995288,"-"
"UHMK1","chr21_33230216_33241839",203.9812746,"+"
"YTHDC2","chr1_46688544_46689586",203.9651218,"+"
"HNRNPF","chr19_51530484_51530680",203.9584003,"+"
"SF3A1","chr2_196155435_196156438",203.9456601,"-"
"YTHDF2","chr12_62349307_62355330",203.9405757,"+"
"EIF2S1","chr5_87409129_87409289",203.6876248,"-"
"HNRNPK","chr7_36690180_36724021",203.6481878,"-"
"LARP7","chr1_1655484_1657255",203.5287045,"+"
"ZRANB2","chr14_55661612_55667240",203.4959932,"+"
"ZGPAT","chr5_180793097_180802679",203.4958553,"-"
"SRRM1","chr6_32974765_32975020",203.4951924,"-"
"HNRNPA0","chr3_25732483_25733871",203.3306484,"+"
"SRRT","chr19_54277597_54277888",203.2778047,"+"
"TLR2","chr2_237994809_238025341",203.2580342,"-"
"ELAVL1","chr6_24710589_24714317",203.2172642,"+"
"SLTM","chr14_69769251_69769510",203.1635027,"-"
"HNRNPD","chr16_85780473_85781210",203.0951191,"+"
"LSM5","chr11_60383288_60393786",203.072952,"-"
"ZFP36L1","chr1_52064938_52086111",203.0078533,"+"
"CPSF6","chr14_23967266_23968756",202.9383912,"+"
"NCL","chr10_44982663_44983940",202.8319191,"-"
"ZFP36","chr18_9221999_9235637",202.8153119,"+"
"ZC3HAV1","chr22_17739488_17774380",202.7259674,"+"
"RBM14","chr8_11847168_11848066",202.3949921,"-"
"SNRPB","chr7_48094827_48099669",202.2140453,"+"
"RBM5","chr15_72752895_72755555",202.1854429,"+"
"RC3H2","chr3_42627227_42630545",202.0830518,"+"
"DAZAP1","chr6_111416472_111472012",201.9951176,"+"
"HNRNPL","chr2_241268541_241315101",201.989971,"+"
"LSM10","chr11_61430182_61445940",201.9777929,"+"
"HNRNPC","chr14_34786001_34792774",201.8941459,"+"
"ZFP36","chr14_45237721_45242760",201.8637747,"-"
"THUMPD3","chr21_25729801_25734988",201.5872692,"-"
"RBM25","chr19_46839578_46850763",201.5363205,"-"
"SNRPB","chr2_88857683_88860885",201.5042792,"-"
"FXR1","chr1_70228555_70231858",201.4171158,"+"
"TIPARP","chr6_32517752_32518053",201.3849933,"+"
"HNRNPAB","chr5_178209447_178210552",201.3598981,"+"
"TLR2","chr1_161506707_161509819",201.16437,"-"
"PABPC1","chr12_110496094_110499534",201.1327729,"-"
"SNRPC","chr1_184054863_184072826",200.8986368,"+"
"EIF2S1","chr8_73617451_73673106",200.830566,"+"
"SNRPC","chr19_46838799_46845992",200.7770041,"-"
"SNRPG","chr2_127051243_127059010",200.6755757,"+"
"LSM4","chr20_44943579_44951832",200.4698723,"+"
"SFPQ","chr20_35772079_35801490",200.4600142,"+"
"GRSF1","chr6_33417695_33417868",200.4243665,"+"
"G3BP2","chr6_32665067_32666221",200.3071656,"-"
"PABPC1","chr17_7579726_7579890",200.2828583,"-"
"SFPQ","chr10_102157074_102157188",200.2003618,"+"
"LARP4B","chr16_29312589_29326346",200.0998639,"+"
"HNRNPA0","chr2_189782602_189784268",200.0783455,"+"
"RBM4B","chr8_37870528_37871277",199.9157433,"+"
"UHMK1","chr7_65974704_65976014",199.8993094,"-"
"EIF3B","chr3_180970358_180976121",199.8179676,"+"
"HNRNPH3","chr4_75917773_75918760",199.7723758,"-"
"SF3A1","chr1_158354673_158355826",199.5465607,"-"
"SSB","chr3_158821653_158823427",199.4997181,"-"
"SAFB2","chr19_5610688_5612539",199.428615,"+"
"SLTM","chr13_27430621_27434138",199.3801103,"+"
"ZFR","chr17_6760601_6761885",199.2524725,"-"
"SAFB","chr19_5667164_5667346",199.2230362,"+"
"PABPC4","chr14_69769251_69769510",199.217206,"+"
"HNRNPH2","chr7_36540491_36549438",199.0627301,"-"
"SNRPD2","chr14_71437008_71437253",198.9961809,"+"
"NCL","chr8_37870528_37874514",198.9416733,"+"
"EIF2S1","chr4_53399839_53414614",198.8671122,"+"
"SNRPF","chr19_35158400_35164155",198.8652913,"-"
"PRPF3","chr1_84972034_84996795",198.7969742,"+"
"ZFP36L2","chr14_100374265_100375282",198.7778597,"-"
"HNRNPA1L2","chr21_37069624_37072433",198.5844938,"+"
"ZFP36","chr15_78931506_78931868",198.5374196,"-"
"CIRBP","chr3_184323241_184323404",198.4156601,"+"
"SNRNP70","chr1_39563922_39564470",198.2442072,"+"
"PRPF3","chr2_152716126_152717229",197.8517933,"-"
"RBM12","chr2_65048212_65055914",197.7855708,"+"
