"RBP","AS_Site","Contribution","Direction"
"Uhmk1","chr15_81468233_81473842",1265.72767182214,"-"
"Ankrd17","chr2_164786848_164791712",1265.72132514116,"+"
"Spen","chr15_102486040_102487087",1264.99646526465,"-"
"Ankrd17","chr16_22987625_22988244",1262.97593221643,"-"
"Tia1","chr13_100739195_100741167",1262.15947010282,"+"
"Snrpd2","chr3_132917553_132948046",1262.09937759302,"-"
"Sfpq","chr16_22999986_23003931",1261.36523195325,"-"
"Rbm6","chr16_84833874_84834808",1259.0794241257,"+"
"Ankrd17","chr14_41176609_41176962",1258.88638415939,"-"
"Ankrd17","chr7_144648079_144650502",1258.63078001882,"+"
"Rod1","chr8_70132517_70132586",1257.12402658788,"+"
"Ankrd17","chr13_33931646_33935921",1257.08948014707,"+"
"Ephb2","chr12_109544742_109546429",1256.94745231501,"+"
"Setd1b","chr15_81338006_81339973",1256.54495747989,"-"
"Hdlbp","chr1_21245032_21249750",1256.3802580738,"-"
"Ankrd17","chr7_143643404_143681459",1255.6147014005,"+"
"Igf2bp3","chr6_49074103_49082844",1254.8817256478,"+"
"Stim1","chr8_70509631_70510337",1254.87293441691,"-"
"Ankrd17","chr6_65696227_65701442",1253.9248287551,"+"
"Stim1","chr15_74983072_74983330",1253.66109597389,"+"
"Syncrip","chr7_79143388_79145246",1253.60565095613,"+"
"Ankrd17","chr7_143680073_143681459",1253.04445528533,"+"
"2610020H08Rik","chr9_48494181_48495154",1252.5894593082,"+"
"Ppfia4","chr16_84971461_84978063",1252.46689280711,"+"
"2610020H08Rik","chr3_95735419_95736471",1252.15383696393,"-"
"Ankrd17","chr16_13834794_13835134",1252.06452160845,"+"
"Rod1","chr1_167373370_167373792",1251.58590883829,"-"
"Tia1","chr6_83120876_83121202",1251.18010159669,"+"
"Ankrd17","chr10_3366969_3423493",1250.31887351877,"+"
"Ppfibp2","chr13_109260945_109740386",1248.98805546886,"-"
"Ireb2","chr5_136953590_136962998",1248.13387048203,"-"
"2610020H08Rik","chr11_102311036_102311379",1247.44603086719,"+"
"Hnrnpr","chr15_76246900_76247528",1247.43826742143,"-"
"Tia1","chr16_19701382_19704055",1246.22906337169,"-"
"Rod1","chr15_74955335_74957779",1245.7863555495,"+"
"Syncrip","chr3_106566184_106572972",1242.75388036009,"+"
"Phc3","chr14_41004203_41008198",1242.62840089181,"+"
"Setd1b","chr17_24640389_24641708",1240.9374265419,"-"
"Uhmk1","chr2_162933082_162933425",1240.49732207028,"+"
"Ankrd17","chr2_32961839_32962048",1239.85637007409,"+"
"Mkrn1","chr10_68135106_68186025",1239.5864294269,"+"
"Nab2","chr8_84920504_84922046",1239.02467161262,"+"
"Rod1","chr13_74304048_74305522",1238.85613862351,"-"
"Raver1","chr19_55254166_55268643",1238.71506261305,"-"
"Ankrd17","chr2_75639049_75639125",1235.94701214318,"+"
"Hnrnph3","chr2_98662381_98667247",1235.94254246826,"+"
"2610020H08Rik","chr12_112647029_112647824",1235.82582131464,"-"
"Tia1","chr6_83496798_83506747",1235.09898691114,"+"
"Rbm19","chr2_26915729_26915954",1235.04858072765,"+"
"Snrpd2","chr10_91119706_91122206",1234.9014623216,"-"
"Spen","chr11_100498762_100503159",1232.61618863123,"-"
"G3bp2","chr11_68822665_68826169",1230.88253206967,"+"
"Syncrip","chr10_79531028_79533664",1230.29135232763,"-"
"Tia1","chr15_5116926_5117286",1229.56746557395,"-"
"Ephb2","chr14_52081307_52081788",1229.08216753424,"+"
"Zc3h4","chr2_152757405_152765267",1228.36778699528,"+"
"Zc3h4","chr6_149317708_149325404",1228.15490181833,"+"
"Zc3h12a","chr15_89370488_89370600",1227.44743447775,"+"
"Srrm1","chr17_57105860_57107040",1226.65793959196,"-"
"Rsf1","chr6_40471459_40472070",1225.38265021689,"+"
"Epha7","chr15_4727317_4731624",1223.50120518141,"-"
"Rbm19","chr4_148143057_148144263",1222.893689459,"-"
"2610020H08Rik","chr7_44491249_44491954",1220.66506038407,"+"
