"RBP","AS_Site","Contribution","Direction"
"CPSF6","chr12_69260197_69262372",1450.82323414953,"+"
"RBMS1","chr2_160281364_160284774",1423.97280090082,"+"
"HNRNPA3","chr2_177219314_177219407",1419.09352671321,"+"
"CCAR1","chr10_68756483_68757293",1415.29766914215,"+"
"CPSF6","chr12_69257905_69258589",1398.73511512262,"+"
"SLTM","chr15_58898852_58899468",1389.94661962809,"+"
"SLBP","chr4_1703700_1711873",1369.78176462034,"+"
"RBMS1","chr2_160281364_160284774",1362.40625626285,"+"
"CPSF6","chr12_69257905_69258589",1351.83704726736,"+"
"TROVE2","chr1_193059776_193069033",1345.72875753152,"+"
"PCBP2","chr12_53461143_53462492",1323.69690546113,"+"
"PCBP2","chr12_53467293_53467804",1322.74082268512,"+"
"ZC3HAV1","chr7_139080243_139083779",1316.54929183476,"+"
"HNRNPH3","chr10_68338687_68339139",1311.37564292484,"+"
"HNRNPH1","chr5_179615595_179616125",1306.68597863716,"+"
"PCBP2","chr12_53464852_53465931",1303.56243439562,"+"
"SAFB","chr19_5649499_5649925",1298.78504023231,"+"
"HNRNPH3","chr10_68337996_68338502",1286.00891239408,"+"
"SRRM2","chr16_2768261_2768996",1280.64438472747,"+"
"RBM5","chr3_50110463_50110678",1279.59907036394,"+"
"KIN","chr10_7780307_7783080",1278.43611467207,"+"
"SAFB2","chr19_5610688_5611119",1264.43069754491,"+"
"TAF15","chr17_35809576_35817715",1258.91568023101,"+"
"ZC3H13","chr13_46045516_46052403",1253.5719091553,"+"
"RBM14","chr11_66617057_66639699",1236.70037553396,"+"
"PUF60","chr8_143824399_143829279",1200.86530004794,"+"
"KIN","chr10_7783175_7787819",1199.36650401038,"+"
"PCBP2","chr12_53467843_53468776",1168.52298678216,"+"
"RBMS1","chr2_160285044_160286968",1157.87153411243,"+"
"RBM23","chr14_22905453_22905605",1157.47945676725,"+"
"RBM5","chr3_50103166_50104247",1150.79368072838,"+"
"SSB","chr2_169815528_169819560",1148.06227481677,"+"
"RBM5","chr3_50104308_50105076",1145.78778898944,"+"
"TIA1","chr2_70227822_70229058",1128.41107552974,"+"
"U2AF1L4","chr19_35742803_35743808",1123.47142197569,"+"
"PSPC1","chr13_19677823_19730238",1123.07391503778,"+"
"RBM6","chr3_49962685_49967469",1110.02575992007,"+"
"RBM25","chr14_73099750_73103191",1103.99974969101,"+"
"RBM6","chr3_49975392_49999439",1099.96923461668,"+"
"LARP7","chr4_112637239_112644667",1098.59054290802,"+"
"SSB","chr2_169812506_169815476",1096.52208494833,"+"
"SRRM1","chr1_24660799_24661309",1088.00311805251,"+"
"RBM27","chr5_146251875_146254942",1086.90548477364,"+"
"U2AF1L4","chr19_35742803_35743808",1086.71667143211,"+"
"HNRNPH1","chr5_179619407_179620891",1084.3325309238,"+"
"PCBP2","chr12_53467843_53468776",1080.67641313726,"+"
"SRRM1","chr1_24655129_24660718",1079.63732483375,"+"
"RBM6","chr3_49999513_50048244",1075.12824622057,"+"
"ZNF638","chr2_71350271_71355718",1074.4615723276,"+"
"RPS3","chr11_75401733_75402351",1071.85072959062,"+"
"RPS3","chr11_75400824_75401639",1067.8194240995,"+"
"RBM23","chr14_22905659_22906194",1064.60119496395,"+"
"RBM27","chr5_146237432_146251710",1052.63615022852,"+"
"RNPS1","chr16_2264331_2268054",1046.79651461682,"+"
"SLTM","chr15_58899937_58901259",1043.46033212376,"+"
"TRA2A","chr7_23521840_23531788",1041.15896226171,"+"
"HELZ","chr17_67160362_67160896",1040.15278014744,"+"
"HNRNPD","chr4_82359639_82371527",1039.79795152834,"+"
"SNRPB2","chr20_16730164_16731667",1037.66611629153,"+"
"HNRNPD","chr4_82355401_82356795",1037.40123473514,"+"
"ZC3H7A","chr16_11768501_11769030",1036.78023659119,"+"
"TIA1","chr2_70216499_70216885",1033.43430877668,"+"
"ACIN1","chr14_23090101_23090521",1022.31215260925,"+"
"ASCC1","chr10_72152988_72161537",1018.38974100661,"+"
"RBM14","chr11_66617057_66624213",1015.30036042875,"+"
"HNRNPD","chr4_82355401_82356795",1011.04384158774,"+"
"ASCC1","chr10_72133181_72152868",1004.90321754298,"+"
"ACIN1","chr14_23081836_23089981",1003.46653403864,"+"
"ZC3HAV1","chr7_139078653_139079469",999.006034497572,"+"
"RPS3","chr11_75402446_75404019",992.942375296361,"+"
"SAFB","chr19_5667164_5667346",978.70392628902,"+"
"TIA1","chr2_70227822_70229058",976.859368265423,"+"
"ZC3H13","chr13_46045513_46052403",970.072129930288,"+"
"ZRANB2","chr1_71065137_71066775",968.545615493465,"+"
"RBM14","chr11_66617057_66639699",963.468066777825,"+"
"HNRNPH1","chr5_179618323_179619268",960.664617091846,"+"
"RBM23","chr14_22906368_22909482",957.003039248477,"+"
"PSPC1","chr13_19674984_19677723",953.591352684599,"+"
"ACIN1","chr14_23081836_23090521",952.319735829485,"+"
"U2AF1L4","chr19_35745187_35745347",950.81232143304,"+"
"PRPF3","chr1_150325881_150328319",950.683148171107,"+"
"PUM2","chr2_20256170_20258242",949.771654054693,"+"
"SRRM1","chr1_24663224_24666814",943.836242970997,"+"
"ZC3H7A","chr16_11769095_11770782",930.945626929786,"+"
"YTHDC2","chr5_113515362_113524980",925.893854182321,"+"
"SNRNP70","chr19_49101471_49104633",924.905017376589,"+"
"PUM1","chr1_30966278_30967166",919.201569931985,"+"
"SFPQ","chr1_35184593_35187000",917.656703248225,"+"
"PRPF3","chr1_150325881_150328319",908.711397071173,"+"
"PCBP2","chr12_53464852_53465931",898.340071033791,"+"
"TRNAU1AP","chr1_28560732_28561345",896.635865854678,"+"
"RBMS1","chr10_91222983_91240483",895.042871285706,"+"
"HNRNPH3","chr10_68332235_68337198",889.924460755489,"+"
"HNRNPH3","chr10_68337333_68338502",889.514853772668,"+"
"SRRM1","chr1_24662804_24666814",888.672395306373,"+"
"MBNL1","chr3_152300367_152301918",886.217619975801,"+"
"FUS","chr16_31184390_31184938",885.949851590417,"-"
"HNRNPD","chr4_82371584_82373445",881.15066924595,"+"
"TRA2B","chr3_185926734_185937824",880.659465088353,"+"
"PCBP2","chr12_53462567_53465931",873.624479950033,"+"
"ACIN1","chr14_23081836_23090521",871.565762880644,"+"
"LARP7","chr4_112637603_112644667",867.822184068931,"+"
"PUM1","chr1_30980163_30981311",866.122367772791,"+"
"SRRM1","chr1_24662804_24663182",855.05930450024,"+"
"FXR1","chr3_180970358_180976121",846.844267410276,"+"
"SRRM1","chr1_24662804_24666814",844.199968409788,"+"
"HNRNPH3","chr10_68338642_68339139",840.633454257066,"+"
"HDLBP","chr2_241268541_241315569",836.59582065071,"+"
"RBM7","chr11_114402915_114405705",835.169216891498,"+"
"RBM5","chr3_50100051_50103082",834.307890331027,"+"
"HNRNPH3","chr10_68337333_68338502",832.725037939557,"+"
"RBMXL1","chr1_88969467_88992584",816.137098841438,"+"
"YTHDC2","chr5_113515362_113532878",815.60298628018,"+"
"HDLBP","chr2_241268541_241315101",808.427743615857,"+"
"RBMS1","chr2_160367391_160407463",799.666786271247,"+"
"RBM5","chr3_50100051_50103082",796.790085859664,"+"
"RBM6","chr3_49999513_50048244",796.542378947895,"+"
"SAFB","chr19_5657347_5661520",790.785238899934,"+"
"ASCC1","chr10_72216138_72230365",788.992969484595,"+"
"PUM1","chr1_30945483_30950126",788.507362551257,"+"
"SFPQ","chr1_35176474_35177318",779.350375948039,"+"
"YTHDC2","chr5_113526785_113532878",778.641348629941,"+"
"PTBP1","chr19_805187_806407",777.056418086269,"+"
"HNRNPH1","chr5_179623164_179623594",771.720606896776,"+"
"HNRNPA1","chr12_54283234_54283811",771.351867019154,"-"
"NAA38","chr17_7856843_7857014",763.583210500051,"+"
"SNRNP70","chr19_49107712_49107794",761.151421435094,"+"
"ZC3H12A","chr10_35207051_35211655",756.247337245397,"-"
"NOL8","chr9_92324209_92325305",747.579150379115,"+"
"ZFP36","chr22_31283288_31289498",746.330991372401,"-"
"TRA2B","chr3_185926734_185937824",744.688080928373,"+"
"ASCC1","chr10_72213331_72216206",742.481471877973,"+"
"RBM6","chr3_50061547_50061961",742.302269916234,"+"
"ZC3H12A","chr14_35402534_35402770",738.90687757288,"-"
"SUPT6H","chr17_28662342_28673370",736.838681205256,"+"
"PCBP2","chr12_53462567_53464759",735.445770780842,"+"
"ANKHD1","chr5_140464776_140472238",734.465038682657,"+"
"RNPS1","chr16_2264760_2268054",734.248392371122,"+"
"HNRNPH2","chr1_93119401_93127231",730.495101294979,"+"
"RRP7A","chr22_42574818_42575930",726.806211315049,"+"
"YTHDC2","chr5_113515362_113532878",725.814102642875,"+"
"RBM42","chr19_35631405_35633097",723.39321251435,"+"
"ELAVL1","chr19_10087300_10089110",723.297910061855,"+"
"HNRNPH1","chr6_32518666_32519369",720.355220564455,"+"
"HNRNPA1","chr4_98343319_98352475",718.686523281499,"+"
"PTBP1","chr19_805187_806407",717.425213209444,"+"
"RBM5","chr3_50100051_50100531",715.332605273774,"+"
"HNRNPD","chr4_82355401_82356536",714.56645191299,"+"
"PUM1","chr1_30945483_30950132",712.628795021306,"+"
"RRP7A","chr22_42514779_42576980",712.323138862799,"-"
"ELAVL1","chr19_8455574_8462528",711.794905372402,"+"
"ZMAT5","chr22_29748571_29766948",711.470756438806,"+"
"PCBP2","chr12_53462567_53465931",709.653342655134,"+"
"PCBP2","chr12_53461143_53462480",708.408393391774,"+"
"CPSF6","chr12_69260197_69262369",708.045930520599,"+"
"ZRANB2","chr1_71065137_71065677",703.144020419235,"+"
"EIF3G","chr3_152244440_152299404",701.393501342466,"+"
"ZMAT5","chr22_29748571_29766871",696.11179358938,"+"
"HNRNPA1","chr12_54282874_54283078",689.443665174814,"-"
"RBM8A","chr20_1164476_1166226",684.350974445738,"+"
"LSM7","chr19_2324196_2328386",682.694307445018,"+"
"RPS3","chr5_150446963_150447584",675.82795201928,"+"
"APTX","chr9_32988129_32989758",673.758116755378,"+"
"ACIN1","chr3_42553448_42555929",673.699025939551,"+"
"ZFP36","chr17_36195912_36196405",672.335289254744,"-"
"ZFP36","chr14_35402663_35403149",669.496107891321,"-"
"RBM4","chr11_66638893_66639699",667.271139765649,"+"
"RBM23","chr14_22906368_22908332",663.802315738275,"+"
"TRMT1","chr19_13112817_13112895",663.444564830198,"+"
"TIA1","chr1_151895194_151909359",661.385679587325,"+"
"SLTM","chr15_58898852_58901259",660.307020988177,"+"
"TIPARP","chr7_44798814_44799246",658.020953666034,"+"
"ELAVL1","chr19_8462581_8463496",656.738264045067,"+"
"RBM23","chr14_22908380_22909482",655.748719363741,"+"
"HNRNPH2","chr1_93119401_93127231",655.038833629521,"+"
"LSM1","chr8_38163840_38171964",653.864982830186,"+"
"RBMS1","chr2_160285044_160286977",649.279047407125,"+"
"TIPARP","chr2_156326920_156327925",648.737325022412,"-"
"FUBP1","chr1_77967101_77967626",644.998493417898,"+"
"SFPQ","chr3_3151045_3153423",641.644159468135,"+"
"RBM25","chr14_73099750_73100300",640.288139435333,"+"
"TIA1","chr2_70216499_70216752",638.422032605139,"+"
"ZFP36","chr19_53555266_53555342",638.358419218022,"-"
"SLTM","chr15_58898852_58901259",634.826615328387,"+"
"RBM5","chr3_50100605_50103082",633.451174257141,"+"
"HNRNPAB","chr5_178210272_178210552",632.781755962419,"+"
"HDLBP","chr1_111199798_111204295",632.094283922373,"-"
"TIA1","chr1_151895194_151909359",631.94997634983,"+"
"ANKHD1","chr5_140464776_140482579",631.561793338183,"+"
"HNRNPD","chr1_160841397_160841583",631.329292141389,"-"
"ZFP36","chr5_87409129_87409289",628.471547164345,"-"
"PTBP1","chr12_10378705_10379699",627.611268707039,"+"
"ZC3H13","chr13_46045516_46052697",624.078465376218,"+"
"SRRM2","chr16_2759661_2760300",622.712102934803,"+"
"RBM6","chr3_49975392_50048244",621.492695643543,"+"
"SUPT6H","chr17_28655483_28662045",621.270684932041,"+"
"ZCCHC17","chr1_31297213_31310043",615.798097367233,"+"
"ZC3H12A","chr12_52057259_52058687",611.843056949668,"-"
"TRA2B","chr3_48927813_48933565",611.190386230813,"+"
"HNRNPH1","chr9_136862496_136862905",611.087996885308,"-"
"SYNCRIP","chr17_75181188_75182381",610.702937210329,"-"
"RBM42","chr8_73959818_73972244",610.504387143561,"+"
"ZRANB2","chr12_68155487_68156571",607.678510093854,"-"
"SNRPC","chr10_3782214_3783215",606.345699246062,"-"
"IREB2","chr5_62352653_62353274",605.931966676424,"+"
"RPS3","chr13_27254281_27255241",601.19218650877,"+"
"RBM6","chr3_49975392_50048244",600.247784197341,"+"
"PCBP2","chr12_53467293_53468776",599.914268596287,"+"
"RBM12","chr20_35659014_35664759",599.439242571761,"+"
"ZRANB2","chr12_9832414_9841811",599.298339139894,"-"
"PTBP1","chr19_805187_805491",598.688254203688,"+"
"ZC3H13","chr13_46045516_46051931",598.409009869149,"+"
"HNRNPH1","chr16_3054343_3054783",596.836786552931,"-"
"MKRN2","chr3_12604289_12606200",596.152424927616,"+"
"SRRM2","chr16_2769284_2769861",595.698729654286,"+"
"ANKHD1","chr5_140472295_140482579",594.891755935051,"+"
"SAFB2","chr19_5610688_5612539",591.453692041369,"+"
"TROVE2","chr12_9841951_9842301",589.958876781893,"+"
"TRA2B","chr3_185926734_185931576",588.962752798337,"+"
"PTBP1","chr19_805569_806407",588.052315766983,"+"
"EIF4H","chr17_44419311_44424348",587.716764212533,"+"
"SRRM2","chr11_66002570_66003234",584.860734540909,"-"
"ASCC1","chr10_72216138_72220053",584.59606839814,"-"
"ZC3H13","chr13_46045513_46052403",582.702107062929,"+"
"SLTM","chr21_46649739_46661799",582.389745313093,"+"
"ZFP36","chr14_35402534_35402770",578.393811089739,"-"
"ZC3HAV1","chr14_91114994_91157638",578.190255978137,"+"
"G3BP1","chr11_65713503_65713592",578.111536109505,"+"
"SNRPD2","chr3_197950221_197950935",576.792254989696,"+"
"MBNL1","chr3_152335230_152338117",575.239894139337,"+"
"LSM1","chr8_38163840_38171964",575.192855543831,"+"
"RBM6","chr3_50061748_50061961",574.862298855333,"+"
"ZFP36","chr19_39407109_39407742",573.744871949975,"-"
"SRRM1","chr1_24646789_24647078",572.510320455821,"+"
"GTF3A","chr6_31269525_31355106",568.711098436047,"-"
"ZC3H14","chr14_88596808_88607242",568.569533507226,"+"
"RBM5","chr16_68302509_68304025",568.324137217355,"+"
"RPS3","chr13_27255354_27256183",568.20918425318,"+"
"HNRNPA2B1","chr6_35587117_35597247",567.487210370969,"-"
"G3BP2","chr8_58572314_58575902",567.371622283014,"-"
"ZC3H12A","chr2_191148204_191150650",567.298929986614,"-"
"G3BP2","chr1_111194726_111195667",567.192577554401,"+"
"ANKHD1","chr2_97187401_97190977",566.364200517911,"+"
"RBM6","chr3_50100605_50103082",566.186373009763,"+"
"HNRNPAB","chr5_178209447_178210131",566.125960881609,"+"
"U2AF1L4","chr19_35745212_35745347",565.698027513271,"+"
"ZC3H14","chr14_88609403_88609711",564.599396026971,"+"
"HNRNPM","chr3_49310737_49324701",564.501542270591,"+"
"ANKHD1","chr2_97187401_97190977",562.853431815472,"+"
"PCBP2","chr12_53467293_53468776",562.183324321275,"+"
"SAFB","chr19_5667164_5667352",562.052792171677,"+"
"ZC3HAV1","chr9_40992775_40994632",561.652769445196,"+"
"CSDE1","chr1_114680301_114723882",561.394406334523,"-"
"ZFP36","chr14_35402663_35403149",561.284231334848,"-"
"FUS","chr16_31185179_31188324",558.627514282686,"+"
"SRRM2","chr16_2752846_2756333",555.579840574668,"+"
"ZRANB2","chr1_71065752_71066775",555.260064348716,"+"
"SRRM1","chr1_24655123_24660718",554.947975657103,"+"
"MBNL1","chr13_114286400_114286518",554.822317436788,"+"
"MCTS1","chr11_73718718_73720845",554.563722121818,"-"
"HNRNPD","chr4_82356683_82356795",552.84146317355,"+"
"SRRM2","chr16_2752846_2756333",552.274200003565,"+"
"TTC14","chr11_117986534_117986683",551.693317306554,"-"
"SNRPB","chr12_31960871_31980877",551.424590282662,"-"
"HNRNPH1","chr6_31269543_31269965",550.288915580995,"+"
"ZFP36","chr2_156330010_156330667",549.531669486182,"-"
"PUM1","chr1_30980166_30981311",549.204975780256,"+"
"HNRNPM","chr3_49310737_49324701",547.505742266447,"+"
"SYNCRIP","chr6_85640564_85642796",547.131394860344,"+"
"FUS","chr3_129171283_129171445",545.522990266121,"-"
"RBM3","chr19_49480620_49485963",544.270632051218,"+"
"ZFP36","chr19_39407481_39407742",543.991846876027,"-"
"RPS3","chr14_49840816_49846139",543.855259426531,"+"
"ASCC1","chr10_72216138_72230365",543.451532383355,"+"
"SAFB2","chr19_5610688_5612539",542.446131218874,"+"
"PARP14","chr11_108224136_108227594",542.392943632988,"+"
"ZFP36","chr22_38202212_38213822",542.266699406464,"+"
"SNRPN","chr16_89686797_89690552",541.590816593739,"+"
"ZFR","chr2_238025412_238035877",540.970847274208,"+"
"ELAVL1","chr17_48182457_48187842",540.703824545428,"-"
"SSB","chr2_169799516_169800951",540.636981254963,"+"
"ZFP36","chr19_53538296_53539215",540.371594814878,"+"
"TIA1","chr2_70227822_70228343",540.189742565165,"+"
"PABPC1","chr16_289607_293487",538.831259028239,"+"
"U2AF1L4","chr19_35742803_35743154",538.414912564676,"+"
"ELAVL1","chr15_77035563_77035810",537.638625215575,"+"
"NONO","chr2_230169237_230172065",537.410733208678,"+"
"ZNF638","chr19_51168367_51168602",537.385815893765,"+"
"CIRBP","chr14_23566029_23566277",537.36980881896,"+"
"ZC3H14","chr14_88596808_88607242",537.348649194934,"+"
"RNPS1","chr3_111567647_111585322",536.710772905901,"+"
"ZFP36","chr6_32518666_32519369",536.398231140114,"-"
"SSB","chr15_85582107_85585701",536.0363482826,"-"
"ZFP36","chr12_57477680_57478398",535.135531911895,"-"
"RBMX","chr9_90802039_90843857",534.566404405457,"+"
"PSPC1","chr13_19675653_19677723",533.229814345986,"+"
"HNRNPA2B1","chr17_73209768_73227164",533.154332818221,"+"
"PUF60","chr8_140360193_140368017",530.883590460946,"+"
"HNRNPA1L2","chr10_132348356_132348962",530.377582836565,"+"
"HNRNPH3","chr7_105063580_105073618",530.341413787209,"+"
"RNPS1","chr3_111567647_111585322",529.934342170734,"+"
"SRRM1","chr3_180985996_180988022",528.20257419368,"+"
"ZC3H11A","chr1_203796496_203801574",528.193221646022,"+"
"RALY","chr15_75349339_75352110",527.485593894406,"+"
"HNRNPA1L2","chr7_38240166_38262170",527.462529696528,"+"
"TRA2B","chr5_87408186_87409087",527.296972822396,"+"
"TIA1","chr2_70228462_70229058",525.658912625333,"+"
"NIP7","chr16_30188555_30188859",525.47957975801,"-"
"KIN","chr10_7780307_7787819",525.321912478465,"+"
"SSB","chr6_24710589_24714317",525.195471469421,"-"
"RBM27","chr1_209775489_209775573",524.913192253798,"-"
"NCL","chr6_30009367_30009534",524.658481735213,"+"
"GTF3A","chr13_27440449_27445087",524.046137172267,"+"
"TRA2B","chr12_124913111_124913567",523.722288706952,"-"
"RPS3","chr5_33998827_34004573",522.570202762445,"+"
"ZFP36","chr2_156330188_156332479",522.42134811657,"-"
"RBMS1","chr2_160367391_160493288",521.999553368493,"+"
"CCAR1","chr22_37231390_37232800",521.993475642137,"-"
"FUS","chr2_232703489_232735154",520.350617331358,"+"
"RBM6","chr6_32844870_32845417",519.980772529111,"-"
"ZC3H14","chr14_88603060_88607242",519.365708901226,"+"
"RBM18","chr11_67507689_67507859",518.604011769377,"+"
"HNRNPA1","chr9_108931201_108933863",518.374960478734,"+"
"ZCCHC17","chr1_31297075_31310043",517.848758496028,"+"
"RBMX","chr17_7574308_7575118",517.425952323731,"-"
"RBMS1","chr2_160281364_160282256",517.42442978229,"+"
"NCL","chr1_145926883_145927017",516.969506467465,"-"
"YTHDC1","chr7_105068545_105073618",516.65720312462,"-"
"RBM25","chr1_160750132_160750303",516.373507384987,"+"
"SAFB2","chr19_5613527_5616127",516.075830936517,"+"
"ZC3H14","chr14_88596808_88601923",515.363772893136,"+"
"CCAR1","chr2_181475066_181478756",514.965140518139,"-"
"LSM3","chr3_113581444_113583408",514.921475080531,"+"
"PRPF3","chr1_150327652_150328319",514.734119159793,"+"
"HNRNPK","chr3_39266518_39281042",514.051033017902,"+"
"GTF3A","chr6_31355592_31356166",513.908396530154,"+"
"RPS3","chr6_32553059_32580246",513.716514770763,"-"
"FUS","chr16_31185179_31188324",513.291433124948,"+"
"RBM22","chr20_37067121_37067985",511.612992532603,"+"
"ZFP36L2","chr15_60468322_60476062",511.098172718396,"+"
"CCAR1","chr22_37231390_37232800",511.08193666245,"-"
"SAFB","chr19_5657347_5661517",509.80273902102,"+"
"MBNL1","chr3_152300367_152301918",509.654147092235,"+"
"HNRNPM","chr19_8471427_8474166",508.626580328406,"+"
"RBM3","chr20_35658982_35664759",506.416814589676,"+"
"MBNL2","chr3_183635793_183650295",506.063025399447,"+"
"RBM17","chr10_6113068_6113507",504.669120674549,"+"
"ZC3H7A","chr20_18567596_18569238",504.38798643391,"-"
"PRPF3","chr1_198692373_198694017",504.256592532549,"-"
"SAFB2","chr15_88635700_88639342",503.988961752492,"+"
"RBM6","chr15_88639178_88639342",500.200947366124,"-"
"HNRNPA1","chr1_244835756_244841943",500.036051226591,"+"
"ZC3H11A","chr1_203795794_203801574",499.313034208132,"+"
"HNRNPF","chr3_188225527_188406111",498.692103949699,"-"
"RBM27","chr22_39043090_39080932",498.350286058906,"-"
"RBM3","chr15_77024531_77025283",497.428114928225,"+"
"YTHDC2","chr12_122981266_122981570",497.275235174951,"+"
"PABPC1","chr20_5604440_5609639",496.79773706098,"+"
"RBM4","chr7_105068545_105073618",496.758822788021,"+"
"ELAVL1","chr17_48182457_48187842",496.680450647441,"-"
"RBM6","chr16_53208347_53209481",496.423336726796,"-"
"RBM3","chr2_70216499_70216752",496.386280933889,"+"
"MKRN1","chr19_1089965_1090086",496.351579643382,"-"
"HNRNPH1","chr12_124912962_124913190",496.325773210195,"-"
"NOL8","chr11_65883133_65883265",496.210980385412,"-"
"ZC3H12A","chr12_52057259_52058687",496.007368949926,"-"
"ZC3H11A","chr1_203795794_203796292",495.029723965251,"+"
"HNRNPA1L2","chr10_103450800_103451082",494.927340392934,"+"
"U2AF1L4","chr19_35743345_35743808",493.733638134408,"+"
"TRA2B","chr6_31540664_31541949",493.587392607135,"-"
"PARP14","chr7_139855193_139872234",493.334570737977,"+"
"ZFP36","chr1_192575929_192576773",492.660758865674,"-"
"EIF3G","chr6_37172794_37172995",492.291958629956,"+"
"SLTM","chr12_51049185_51052091",491.871544417907,"+"
"RBM27","chr5_146237432_146254942",491.851030343189,"+"
"TRA2B","chr12_10315473_10329438",491.651879286142,"+"
"POLR2G","chr12_56724523_56724961",491.295510411985,"-"
"TROVE2","chr11_17959636_17988596",491.179316494551,"+"
"RBM4","chr1_159813554_159814156",490.600530035673,"-"
"SAFB","chr3_27717751_27718586",490.577835272963,"+"
"RBM12","chr7_102544776_102566996",490.516241107653,"+"
"HNRNPA1","chr1_110891471_110899123",490.281637961473,"+"
"HNRNPH1","chr6_106095734_106099299",489.886810368526,"+"
"NCL","chr10_97461007_97461495",489.883251785115,"+"
"SRRM2","chr9_2017799_2028986",489.688444706798,"+"
"ZFP36L1","chr1_36224505_36225411",489.651699507611,"-"
"RRP7A","chr22_42515268_42577843",489.275724624566,"-"
"ZFP36","chr19_52778907_52786594",489.172768101275,"+"
"HNRNPH1","chr5_304221_314416",489.128178024081,"+"
"RPS3","chr6_30008701_30009144",488.958141536872,"+"
"HNRNPH1","chr16_18789118_18790243",488.677782044369,"-"
"RALY","chr10_8058841_8063995",487.853678079154,"+"
"PTBP1","chr12_10378705_10379699",487.851579796357,"+"
"UHMK1","chr17_48182457_48187842",487.440292716872,"+"
"RNPS1","chr3_122613268_122615778",487.385020821924,"+"
