"RBP","AS_Site","Contribution","Direction"
"SSB","chr5_139600435_139623367",3065.28966957736,"-"
"MKRN1","chr19_48617415_48617790",3064.36380213753,"-"
"SNRPD2","chr12_53295639_53296453",3043.83335627814,"-"
"U2AF1L4","chr2_227340380_227347225",3032.1872135824,"-"
"SSB","chr2_169805839_169806784",3031.474587314,"+"
"SNRPD1","chr18_21622801_21623747",2999.08407706655,"+"
"MEX3C","chr1_151167414_151168193",2959.00238224854,"-"
"PPARGC1B","chr12_53295639_53296453",2956.72096825133,"-"
"PPRC1","chr19_29942664_29942822",2955.55904375844,"-"
"CSDE1","chr1_224365991_224370897",2861.80342503841,"-"
"SNRPD1","chr18_21622801_21623747",2860.47925037292,"+"
"NIP7","chr19_44800274_44800380",2851.85490631231,"-"
"SNRNP70","chr12_53295639_53296453",2847.86182047865,"-"
"EIF4B","chr1_224365991_224370897",2796.04902548599,"-"
"RBM45","chr19_44800274_44800380",2785.86981523567,"-"
"SETD1A","chr5_139600435_139623367",2761.97199348976,"-"
"CPSF4","chr7_44834562_44835642",2749.63079091533,"-"
"UPF3B","chr6_136383781_136388392",2745.84524379706,"+"
"MCTS1","chr16_4848210_4857989",2739.40153720989,"-"
"RPS3","chr12_53295639_53296453",2731.31842112139,"-"
"RBM17","chr3_98881767_98892496",2693.75516995257,"-"
"RALY","chr20_34078553_34079909",2689.96412999753,"+"
"ZCRB1","chr12_42322446_42324018",2688.08185412087,"+"
"LSM11","chr1_203861713_203862189",2683.35375910141,"-"
"ENOX2","chr17_60083766_60085054",2646.00066035088,"-"
"DGKQ","chr14_22565137_22588946",2631.84735173379,"-"
"MEX3C","chr2_175179135_175180097",2622.93788169572,"-"
"PRR3","chr19_1599560_1602330",2614.55122750079,"-"
"SNRPE","chr1_203862222_203863662",2613.593708325,"+"
"TRA2B","chr10_38034400_38054374",2608.19349290626,"+"
"PCBP1","chr19_35488840_35498715",2583.24189985505,"-"
"CPEB2","chr12_53295639_53296453",2583.08776888982,"-"
"MCTS1","chr5_139600435_139623367",2577.17229973331,"-"
"LSM5","chr12_53295639_53296453",2554.44813736875,"-"
"TTC14","chr10_29617576_29657968",2550.30911129315,"-"
"HDLBP","chr1_151167414_151168193",2536.42598316327,"-"
"KRR1","chr12_75506399_75506483",2534.68363345519,"+"
"SETD1B","chr3_98881767_98892496",2527.59765990667,"-"
"RBMS2","chr19_1599560_1602330",2521.93211092501,"-"
"RBMX2","chr16_4848210_4857989",2520.79233895757,"-"
"EIF4B","chr19_1599560_1602330",2467.57027126012,"-"
"TOE1","chr7_44834562_44835642",2453.39637232507,"-"
"POLR2G","chr13_75594990_75601411",2441.65053828309,"-"
"SNRPE","chr1_203861713_203862195",2438.35570130132,"+"
"HNRNPA2B1","chr2_175179135_175180097",2437.5716941904,"-"
"YTHDC1","chr6_143335119_143339638",2428.83669103872,"-"
"SRRM1","chr19_1599560_1602330",2419.60689192111,"-"
"TTC14","chr17_77190952_77191213",2417.52532296975,"-"
"HNRNPA2B1","chr12_53295639_53296453",2414.21378796444,"-"
"SNRPE","chr1_203862222_203863662",2413.61409888331,"+"
"ZCCHC17","chr4_75648741_75653982",2394.49326655714,"-"
"LSM4","chr2_38747130_38748046",2375.53887085681,"-"
"EIF3B","chr17_75320550_75321658",2352.53280208418,"-"
"LSM3","chr19_48617415_48617790",2339.0807502409,"-"
"FXR2","chr16_4848210_4857989",2324.52068040996,"-"
"YBX1","chr1_42660904_42664862",2310.03642139285,"+"
"RDM1","chr11_65115598_65115774",2296.41463160993,"-"
"RALY","chr20_34078553_34079909",2275.42596712891,"+"
"ZNF74","chr5_74770810_74772312",2269.52496512816,"-"
"CSTF2T","chr1_161100859_161117951",2269.31417434336,"-"
"POLR2G","chr17_75320550_75321658",2255.86093082382,"-"
"TRA2A","chr1_42660904_42664862",2246.98380096602,"+"
"ZFP36","chr4_153358622_153408970",2223.37527863783,"-"
"PCBP4","chr1_153626533_153632033",2207.76866981639,"-"
"RALY","chr9_136862726_136862905",2192.45475727162,"-"
"RPS3","chr11_32593949_32600688",2190.78138531365,"-"
"ZNF638","chr3_98881767_98892496",2182.42920146445,"-"
"TOE1","chr6_136383781_136388392",2176.57864156749,"+"
"SNRPG","chr2_70281684_70288067",2166.33995031278,"+"
"PABPC4","chr1_39561122_39561684",2158.11431699714,"+"
"LARP4","chr12_50427909_50428934",2154.60198028512,"+"
"CPEB4","chr11_32593949_32600688",2146.35536026363,"-"
"KRR1","chr12_75505254_75506315",2139.67340189824,"+"
"ZCRB1","chr2_175179135_175180097",2134.16016467889,"-"
"GTF3A","chr6_136383781_136388392",2130.71819549999,"+"
"RRP7A","chr19_48617415_48617790",2128.64197666024,"-"
"CSDE1","chr16_4848210_4857989",2126.45675941213,"-"
"SNRPD1","chr14_22565137_22588946",2104.84826539501,"-"
"ZNF239","chr19_1599560_1602330",2094.2843586323,"-"
"SNRPB","chr16_3022815_3023232",2091.21051244608,"-"
"SNRPG","chr2_70281684_70288067",2083.43254226273,"+"
"PPARGC1B","chr3_98881767_98892496",2080.84869234343,"-"
"KHDRBS3","chr17_77190952_77191213",2075.92035143057,"-"
"ESRP2","chr17_77190952_77191213",2051.37874855063,"-"
"HNRNPD","chr4_75648741_75653982",2049.44320165519,"-"
"RPS3","chr11_75402446_75404019",2041.51844412595,"+"
"LARP1","chr17_75320550_75321658",2024.7668761752,"-"
"RPS3","chr11_75402446_75404019",2022.75848883714,"+"
"HNRNPD","chr4_82371584_82373445",2005.57174169107,"+"
"ZC3H3","chr5_138556573_138557401",2001.24085275105,"-"
"PRR3","chr10_68958579_68959805",1996.57339895513,"-"
"KHDRBS3","chr1_203861713_203862189",1985.36744599439,"-"
"ZRANB2","chr17_75320550_75321658",1976.6396311729,"-"
"SF1","chr2_46591925_46592474",1958.96097642672,"-"
"UNKL","chr12_55757553_55789074",1952.6578615515,"-"
"SETD1B","chr6_143335119_143339638",1948.76428219199,"-"
"RBMS1","chr13_75594990_75601411",1930.57186427576,"-"
"RBM6","chr17_58720812_58732483",1919.23198395023,"-"
"ZFR","chr17_75320550_75321658",1917.55145034342,"-"
"LARP6","chr17_60083766_60085054",1907.89993419836,"-"
"SRRM2","chr10_12172866_12177792",1891.4839019005,"-"
"RBM38","chr9_34614132_34614709",1886.48260159995,"-"
"MBNL1","chr5_74770810_74772312",1882.80625932661,"-"
"LSM3","chr1_203861713_203862189",1861.41835319706,"-"
"TDRKH","chr13_75530266_75537580",1851.95819373984,"-"
"ZC3H11A","chr8_100705673_100709132",1847.64165652386,"-"
"SNRPD1","chr6_143335119_143339638",1845.29773620839,"-"
"TDRKH","chr19_48617415_48617790",1842.70893157526,"-"
"ZC3H12B","chr12_76056161_76060137",1838.4674121647,"-"
"SNRPD1","chr5_139600435_139623367",1835.3896124723,"-"
"ESRP1","chr12_4543911_4548091",1832.35267702994,"-"
"CHERP","chr4_75648741_75653982",1824.71485139641,"-"
"PPARGC1B","chr20_45814470_45815389",1824.30213883164,"-"
"ZC3H11A","chr7_44834562_44835642",1820.78822930738,"-"
"RBM38","chr5_134741523_134750758",1819.71316599629,"-"
"NAA38","chr17_7857198_7857382",1807.90891210224,"+"
"POLDIP3","chr20_50731840_50737856",1803.1227200933,"-"
"TMEM63A","chr17_75320550_75321658",1789.89758402892,"-"
"LSM5","chr5_69175537_69177290",1775.73610437666,"-"
"SNRPG","chr2_70289372_70293617",1764.26509416509,"+"
"HNRNPD","chr4_82354154_82355303",1749.88065829205,"+"
"HNRNPD","chr4_82358820_82359470",1744.78899728462,"+"
"SNRPN","chr4_75648741_75653982",1740.45916783459,"-"
"RBM22","chr16_4848210_4857989",1738.54376392673,"-"
"HNRNPD","chr4_82354154_82355303",1736.08232176756,"+"
"SLTM","chr15_58894582_58897114",1734.87974501846,"+"
"PABPC4","chr1_39570002_39571233",1734.10503798491,"+"
"LARP4","chr8_100705673_100709132",1732.23828449439,"-"
"YBX1","chr16_4848210_4857989",1724.12259838668,"-"
"HNRNPR","chr19_48617415_48617790",1712.24294792033,"-"
"ZNF74","chr19_44800274_44800380",1707.90854090493,"-"
"PABPC4","chr13_75530266_75537580",1694.32939746885,"-"
"TOE1","chr11_114443933_114444585",1685.59296596912,"-"
"TDRKH","chr19_55401762_55404060",1674.7991113903,"-"
"ZNF638","chr2_38747130_38748046",1671.88159193314,"-"
"CPEB2","chr16_4848210_4857989",1671.74062333443,"-"
"HNRNPA2B1","chr7_26197732_26200571",1663.95353835808,"+"
"PARP10","chr12_53295639_53296453",1661.38161841698,"-"
"HNRNPA0","chr5_139600435_139623367",1643.05657774696,"-"
"BOLL","chr7_96708214_96709687",1629.67701700016,"-"
"SNRPD1","chr18_21612443_21622724",1626.8637364427,"+"
"ELAVL1","chr19_44800274_44800380",1618.57634161564,"-"
"DHX57","chr9_19378514_19378824",1613.29554234675,"-"
"SETD1A","chr1_42660904_42664862",1611.61819632566,"+"
"SNRPE","chr1_1402256_1405802",1609.93515871125,"-"
"RBM8A","chr16_4848210_4857989",1599.07109476791,"-"
"RBM41","chr12_53295639_53296453",1596.81744926608,"-"
"RPS3","chr19_58393185_58393358",1591.63122156348,"+"
"CIRBP","chr19_1272051_1274306",1589.07270309293,"+"
"SNRNP35","chr20_50731840_50737856",1582.45467095491,"-"
"ZNF239","chr16_4848210_4857989",1570.43335666929,"-"
"ZC3H3","chr18_2960849_3013036",1564.51750618989,"-"
"YBX1","chr1_42683466_42693489",1563.07645751828,"+"
"RBMS1","chr1_150302524_150308047",1561.36517302259,"-"
"SNRPD3","chr8_100705673_100709132",1542.6219713417,"-"
"RPS3","chr11_75401733_75402351",1534.73254260137,"+"
"RPS3","chr19_58393185_58393358",1526.35617198877,"+"
"CPEB4","chr11_114443933_114444585",1524.7945033639,"-"
"PPRC1","chr1_161100859_161117951",1521.76960054071,"-"
"SNRPB","chr4_153358622_153408970",1519.81811991592,"-"
"PNO1","chr2_68162663_68173346",1518.38747272729,"+"
"NAA38","chr17_7856843_7857014",1516.23321095335,"+"
"HNRNPA2B1","chr11_65115598_65115774",1515.79556113472,"-"
"NCL","chr2_231463316_231464335",1515.55996495783,"+"
"RBM27","chr19_10682704_10683124",1513.2254915881,"+"
"RBM41","chr5_139600435_139623367",1512.86411735021,"-"
"RBM3","chr11_47565986_47571470",1511.33284436999,"+"
"RBM34","chr6_136383781_136388392",1509.2172122136,"+"
"YTHDF1","chr3_149371867_149375679",1507.6945364597,"-"
"LSM5","chr3_172755374_172756982",1506.63807569574,"-"
"TDRKH","chr2_227340380_227347225",1503.02480032112,"-"
"YBX1","chr5_171400210_171405301",1500.3033172122,"-"
"RBM23","chr6_136383781_136388392",1499.85481545171,"+"
"GRSF1","chr5_181237319_181237608",1498.98534315997,"-"
"PPRC1","chr4_75648741_75653982",1498.36765650839,"-"
"PNPT1","chr19_10682704_10683124",1498.29343250558,"+"
"HNRNPR","chr1_23318688_23321527",1480.31721344986,"+"
"TIPARP","chr2_165770808_165794014",1477.7496173424,"+"
"LSM7","chr19_2324196_2328386",1474.75124557412,"+"
"SRRT","chr1_151167414_151168193",1474.18756571726,"-"
"LSM3","chr6_126340399_126346204",1469.11402223546,"+"
"BOLL","chr9_33796802_33798485",1468.51045508906,"-"
"KHDRBS3","chr20_36609758_36612009",1467.41237705146,"-"
"PUM1","chr1_31007102_31028795",1466.24516561887,"+"
"LARP1","chr5_154756193_154790324",1463.65548210599,"+"
"TRMT2A","chr5_139600435_139623367",1446.48986875471,"-"
"LSM7","chr19_2324196_2328386",1445.26158826743,"+"
"RBM34","chr14_55664041_55667240",1444.52482568036,"+"
"SFPQ","chr9_136862726_136862905",1442.20992278761,"-"
"SFPQ","chr1_35605308_35609245",1436.38490766001,"-"
"ZC3HAV1L","chr13_75594990_75601411",1429.22486871786,"-"
"KHDRBS3","chr6_143335119_143339638",1427.50466934994,"-"
"ACIN1","chr2_227340380_227347225",1427.02364534868,"-"
"HNRNPA1","chr12_54283234_54283811",1425.52320593737,"-"
"RNPS1","chr2_38746747_38748055",1421.21677827272,"-"
"ZC3H7B","chr8_37877551_37899073",1412.03473534178,"-"
"RDM1","chr2_197500918_197501073",1411.55175057515,"-"
"RBPMS","chr8_30544624_30547291",1407.00403799611,"+"
"RBM17","chr16_4848210_4857989",1402.01756597601,"-"
"NONO","chr7_148829848_148846469",1401.38103293297,"-"
"PPIL4","chr14_22565137_22588946",1401.22506405102,"-"
"RAVER2","chr1_183623471_183630460",1396.99578906429,"-"
"SNRPG","chr2_70289372_70293617",1393.97805217701,"+"
"LSM4","chr15_74920442_74929115",1387.84539996279,"-"
"RPS3","chr19_58393487_58394496",1385.11428572931,"+"
"SNRPB2","chr6_2837999_2840418",1379.93230141595,"-"
"RBMS1","chr20_45470532_45471152",1379.36643682857,"-"
"ZC3H3","chr14_22575233_22589030",1367.16779220988,"-"
"RAVER2","chr3_120598214_120601110",1365.72611133126,"-"
"G3BP2","chr2_46591925_46592474",1365.64299262133,"-"
"SF3A1","chr9_19378514_19378824",1356.95832479612,"-"
"ZFP36","chr1_212608930_212615017",1355.23838697806,"+"
"SETD1B","chr19_1599560_1602330",1348.27923700783,"-"
"RBM12B","chr13_72781003_72781604",1347.16481421036,"+"
"ZCRB1","chr11_47565986_47571470",1344.96355863258,"+"
"RBMS2","chr16_4848210_4857989",1343.85439334685,"-"
"RPS3","chr6_34424840_34425071",1339.27054969809,"+"
"MATR3","chr11_5226799_5227200",1336.93272164365,"-"
"HNRNPA1","chr12_54282874_54283811",1332.40277032105,"+"
"CNOT4","chr5_138556573_138557401",1331.22891935229,"-"
"UNKL","chr13_19674984_19677723",1328.84821179261,"+"
"TTC14","chr9_19378514_19378824",1325.50342843841,"-"
"ZFP36","chr12_53295639_53296453",1324.86973202697,"-"
"SNRPB2","chr2_46591925_46592474",1320.33121261718,"-"
"G3BP2","chr14_22565137_22588946",1320.17553288471,"-"
"ESRP2","chr17_75320550_75321658",1320.06437949733,"-"
"PPIE","chr10_104259798_104266083",1313.46361069298,"-"
"HNRNPAB","chr12_53295639_53296453",1311.42128588869,"-"
"LSM6","chr1_35605308_35609245",1309.00328539811,"-"
"RPS3","chr1_23692759_23693806",1306.03511039962,"+"
"HNRNPL","chr16_69711281_69714963",1301.48879680533,"-"
"NIP7","chr15_59642262_59657405",1299.10874424385,"-"
"BICC1","chr20_45814470_45815389",1297.7798441026,"-"
"SNRPG","chr8_100705673_100709132",1293.55112397556,"-"
"ZC3H11A","chr1_53923947_53930038",1288.03805667605,"-"
"ELAVL1","chr14_22565137_22588946",1287.92343148826,"-"
"SFPQ","chr11_73718890_73720845",1284.08539560263,"+"
"YTHDF2","chr19_45413745_45414860",1280.88862555172,"+"
"TAF15","chr17_35820248_35820331",1278.97510728514,"+"
"POLDIP3","chr19_44800274_44800380",1278.67869007929,"-"
"POLR2G","chr15_74923770_74929115",1276.53428354295,"-"
"RPS3","chr1_92837633_92840550",1274.87529856112,"+"
"SETD1B","chr1_1402256_1405802",1272.2060839577,"-"
"THUMPD2","chr9_34614132_34614709",1272.18453917883,"-"
"MYEF2","chr1_19617336_19622099",1270.96169109728,"-"
"ALKBH8","chr12_53295639_53296453",1270.36100257024,"-"
"DKC1","chr10_7807010_7807658",1262.34306091172,"+"
"HNRNPL","chr7_44834562_44835642",1261.45998996186,"-"
"UPF1","chr17_75320550_75321658",1257.47473930844,"-"
"MCM3AP","chr2_175179135_175180097",1255.75057319859,"-"
"ZFP36","chr1_212609271_212615017",1251.70633796368,"-"
"TUT1","chr5_139600435_139623367",1251.36825463993,"-"
"RBM3","chr20_36609758_36612009",1246.99888382579,"-"
"IGF2BP3","chr17_75320550_75321658",1245.83786014931,"-"
"ELAVL1","chr14_22565137_22588946",1241.50184974615,"-"
"YTHDF1","chr4_82425667_82426036",1241.20708161861,"-"
"SRRM2","chr16_2752846_2757471",1239.95400892225,"-"
"ZNF74","chr5_176396532_176397606",1239.85755859325,"-"
"RBM26","chr6_143335119_143339638",1238.09994916822,"-"
"SRRM1","chr19_29942664_29942822",1232.47258897307,"-"
"YBX1","chr19_1599560_1602330",1231.14735283641,"-"
"TOE1","chr20_36609758_36612009",1228.93134006451,"-"
"SNRPG","chr12_94971620_95002738",1224.68503380647,"-"
"EIF3G","chr6_2837999_2840418",1223.01377719211,"-"
"RPS3","chr5_82277852_82278319",1222.09023837678,"+"
"RPS3","chr5_82277852_82278319",1218.06395844859,"+"
"PRPF3","chr17_75320550_75321658",1216.38274222524,"-"
"SNRPE","chr1_224365991_224370897",1215.5715003639,"-"
"SAFB2","chr16_11896782_11897839",1211.11057996475,"-"
"DGKQ","chr9_36199096_36203952",1210.82741031619,"-"
"SNRNP70","chr8_144099205_144099276",1208.60103684829,"+"
"TRNAU1AP","chr1_28571338_28571866",1207.9590911434,"+"
"ZC3HAV1","chr10_32935558_32953592",1205.4287857135,"-"
"RBPMS","chr1_53923947_53930038",1204.05108637026,"-"
"EIF3G","chr14_94114880_94115780",1202.89075465101,"+"
"PABPC1","chr8_100705673_100706650",1199.07662797483,"+"
"PABPC4","chr1_203861713_203862189",1194.42736465063,"-"
"PARP10","chr20_50731840_50737856",1194.00300651013,"-"
"ZC3H10","chr1_161100859_161117951",1192.75225418551,"-"
"SRRM1","chr6_2837999_2840418",1191.83922317108,"-"
"HNRNPD","chr1_150231926_150235732",1191.68012061386,"+"
"ZC3H15","chr3_149371867_149375438",1191.50156728566,"-"
"RBM15B","chr2_74142360_74145188",1190.83574812599,"+"
"RDM1","chr12_4543911_4548091",1188.66846016944,"-"
"SUPT6H","chr9_33796802_33798485",1187.08060975318,"-"
"RPS3","chr19_58388245_58392975",1186.64458800936,"+"
"MTHFSD","chr16_635063_636093",1186.4209489923,"-"
"RPS3","chr11_17077477_17077618",1182.90765294535,"+"
"ESRP2","chr19_1599560_1602330",1182.48874232579,"-"
"TUT1","chr1_42660904_42664862",1182.43048706906,"+"
"ACO1","chr6_116571655_116580294",1180.43489743052,"-"
"DHX8","chr9_34614132_34614709",1179.70373487406,"-"
"TAF15","chr14_55664041_55667240",1175.03484552662,"+"
"PABPC1","chr14_22575233_22589030",1174.95823075667,"-"
"NOL8","chr7_22813185_22822676",1173.01973073309,"-"
"HNRNPA2B1","chr7_26197732_26197830",1172.4938180668,"-"
"NUFIP1","chr16_1962265_1962496",1168.92863064675,"-"
"KRR1","chr17_16441130_16441367",1166.65461037271,"+"
"LARP1","chr3_98881767_98892496",1166.31111332833,"-"
"RBM14","chr15_59642262_59657405",1165.35982277027,"-"
"ANKRD17","chr16_635340_636093",1165.09622856136,"-"
"LSM6","chr9_35684807_35685063",1164.81660197858,"-"
"RPS3","chr11_17077477_17077618",1164.62060882982,"+"
"RBM8A","chr5_138556573_138557401",1162.41777210118,"-"
"RBM18","chr7_96708214_96709687",1161.86923069045,"-"
"LSM11","chr13_19675653_19677723",1160.29977825471,"+"
"RRP7A","chr9_136862726_136862905",1158.93400431966,"-"
"RBM6","chr11_46383193_46383468",1158.74472835408,"-"
"PABPC1","chr5_139600435_139623367",1158.41031999013,"-"
"ZFR","chr13_36952599_36971976",1156.20802359167,"-"
"PABPC1","chr1_53923947_53930038",1155.41818716605,"-"
"RPS3","chr6_35469529_35470178",1150.20688805584,"+"
"ZC3H11A","chr4_2040092_2042326",1149.08713483988,"-"
"KHDRBS3","chr6_30345398_30345466",1148.53872764292,"-"
"EIF4B","chr17_41689069_41690087",1145.70503079497,"-"
"LSM5","chr20_45814470_45815389",1144.03806031001,"-"
"ZFP36","chr1_212608930_212615017",1144.00874741873,"+"
"LSM3","chr11_47565986_47571470",1143.33674213309,"+"
"LARP1B","chr11_68688100_68688848",1142.27213113229,"+"
"RBMX2","chr18_49491833_49492457",1140.72035084727,"-"
"RPS3","chr2_206162614_206162728",1140.20069093583,"+"
"LSM10","chr15_59639157_59650668",1136.80928290408,"-"
"RPS3","chr4_39456538_39457585",1134.61675262531,"+"
"RBM25","chr5_96726859_96727488",1133.68204628251,"-"
"PUF60","chr1_151167414_151168193",1132.17740787075,"-"
"PUF60","chr1_35605308_35609245",1131.51975264059,"-"
"SNRPD2","chr6_143335119_143339638",1130.1965047437,"-"
"FUBP1","chr1_153626533_153632033",1130.12572847588,"-"
"CSDE1","chr17_75320550_75321658",1130.08004540654,"-"
"EIF3G","chr13_75804541_75817160",1126.40603813862,"-"
"RBM42","chr20_17680075_17682027",1125.17762986295,"+"
"PCBP2","chr9_93111938_93112217",1120.35363724406,"+"
"KIN","chr3_98881767_98892496",1120.2933954839,"-"
"SLBP","chr19_44800274_44800380",1118.40472573049,"-"
"YTHDC1","chr1_224365991_224370897",1117.20061311472,"-"
"YBX1","chr17_75320550_75321658",1115.8246926812,"-"
"ESRP1","chr1_203861713_203862189",1115.73507092242,"-"
"ZC3H7A","chr1_159961405_159976643",1115.50580307691,"+"
"PABPC4","chr13_72781003_72781604",1110.44784283138,"+"
"CNOT4","chr13_52456607_52460898",1106.12291203321,"+"
"RPS3","chr13_27254281_27255241",1104.54553937907,"+"
"TLR2","chr8_100705673_100709132",1103.47077610218,"-"
"SNRPF","chr19_44800274_44800380",1103.05916784773,"-"
"DKC1","chr12_76450988_76487509",1101.98682905695,"-"
"LSM5","chr7_44834562_44840898",1101.40807333793,"-"
"YTHDF3","chr3_108047292_108050577",1101.20305516747,"-"
"PABPC1","chr8_100705673_100709132",1099.84207368906,"-"
"MCTS1","chr5_134741523_134743986",1099.6864072736,"+"
"LSM5","chr3_49022768_49022877",1099.68211516447,"-"
"THUMPD2","chr8_73959818_73964486",1098.31303698465,"-"
"SNRPG","chr2_70288192_70289349",1096.73066015398,"+"
"HNRNPD","chr21_25729801_25734852",1094.71347576069,"+"
"RPS3","chr5_181238239_181239066",1092.768389064,"+"
"RBM33","chr9_36199096_36203952",1092.70356104563,"-"
"RBM12B","chr5_96727530_96729611",1092.66243225173,"+"
"SAMD4B","chr2_227340380_227347225",1092.41074472563,"-"
"RPS3","chr3_197950978_197951158",1092.22134852854,"+"
"RBM3","chr5_61099032_61152703",1091.20903137046,"+"
"HDLBP","chr1_224365991_224370897",1090.75838094763,"-"
"ALKBH8","chr11_73718890_73720845",1090.294174768,"+"
"YBX1","chr6_166322886_166328275",1089.58062697534,"-"
"SF3B4","chr19_35546808_35546944",1089.57793019801,"+"
"SLBP","chr8_85217502_85220305",1088.13616045778,"-"
"RPS3","chr9_127449708_127450730",1085.12655678626,"+"
"SSB","chr19_1599560_1602330",1084.90068653105,"-"
"LSM3","chr7_44834562_44840898",1082.79092499489,"-"
"ZC3HAV1L","chr4_55616385_55630401",1081.95117842891,"+"
"SF3B4","chr8_37877551_37899073",1080.83308642856,"-"
"PCBP2","chr16_634956_635611",1080.09892590459,"+"
"SLTM","chr15_58916999_58932355",1076.48182819376,"+"
"HNRNPD","chr8_61644632_61651049",1076.3808330783,"-"
"SYNCRIP","chr8_100703359_100704279",1076.02491442121,"-"
"SNRPD1","chr1_161100859_161117951",1075.80741194554,"-"
"POLR2G","chr11_111882598_111883135",1073.49222596927,"+"
"MEX3A","chr20_36609758_36612009",1072.4182983499,"-"
"ZC3H13","chr17_58720812_58732483",1072.23861711671,"-"
"SNRPG","chr5_65551636_65552492",1072.06875682672,"+"
"RPS3","chr13_27254281_27255241",1069.99533042995,"+"
"SNRPA","chr15_74920442_74929115",1069.83712499767,"-"
"UHMK1","chr12_76459895_76487509",1066.80745286621,"-"
"RBM10","chr14_22565137_22588946",1066.76087466804,"-"
"RC3H1","chr19_4501317_4501910",1065.13659773592,"+"
