RBP,AS_Site,Contribution,Direction
TIA1,chr7_20332023_20363636,281.5441377,+
TARDBP,chr17_75286802_75288501,281.4831304,+
ELAVL1,chr1_6234511_6234885,280.8132875,-
ZCCHC17,chr1_100888864_100894632,280.6320201,+
ESRP1,chr2_173363895_173363999,278.9028706,-
ELAVL1,chr7_6392041_6398661,278.0884241,-
CASKIN2,chr1_161157017_161157616,277.959557,-
CCAR1,chr1_26924166_26934248,277.2014848,-
PNPT1,chr1_39463686_39468614,276.1609974,+
HNRNPK,chr1_159781000_159781098,275.0047299,+
SCMH1,chr1_41034048_41037361,274.6184802,+
MBNL2,chr7_100887859_100888041,274.5183185,+
GTF3A,chr12_52237569_52238679,273.9542671,+
SNRNP70,chr19_49101471_49102113,273.4450296,+
ARAP1,chr19_6731314_6731472,273.1712594,-
GTF3A,chr12_52243137_52245411,272.1870851,+
LSM2,chr6_31798507_31806754,271.8720891,-
PCBP1,chr6_122633367_122717786,271.464451,-
CSDE1,chr2_113931396_113969410,270.8417404,-
PAN3,chr12_104019676_104049894,270.3380013,+
EPHA2,chr14_58215284_58223621,269.8932629,+
SAMD4B,chr17_36486785_36492812,268.9714011,+
BICC1,chr1_182388750_182390496,268.7485052,-
THUMPD2,chr4_73113311_73113791,268.0449666,+
ZC3H13,chr13_46045513_46051931,267.9978858,+
RBM25,chr8_144099199_144099276,267.0598388,-
ZNF638,chr2_71331865_71348752,267.0195325,+
SNRPD3,chr22_24556071_24557656,266.9120237,+
ZC3H11A,chr14_71735391_71738240,266.8265612,+
GRSF1,chr8_73964629_73972244,266.804822,-
EIF4H,chr17_76726879_76729689,266.3982044,+
PABPC1,chr1_91021201_91021989,265.3884164,+
RBM28,chr13_31141259_31145562,265.1847048,-
THUMPD1,chr1_25351693_25356792,264.8267822,-
CNOT4,chr1_147268878_147272170,263.8593318,-
PNPT1,chr1_39463686_39468614,263.768775,+
ZGPAT,chr15_88464873_88465586,263.1692867,-
SNRPN,chr22_31105965_31107376,262.5552883,+
HNRNPR,chr1_23321663_23333517,262.4121351,-
TNRC6A,chr4_26321048_26386352,262.0801534,+
LSM3,chr1_31261176_31261528,261.8809415,-
IGF2BP2,chr5_31531525_31531989,261.7120989,+
DGKH,chr7_77002321_77003288,261.186777,+
MCTS1,chr5_70401668_70420248,261.0137492,+
ZC3H15,chr6_53294491_53295641,260.533483,+
FUBP1,chr20_2658522_2659524,259.9520116,-
YTHDC1,chr3_150544498_150545702,259.3263089,+
RBM47,chr11_63756170_63758155,259.2209712,+
EPHA2,chr7_28570537_28718752,258.9649751,+
LARP6,chr4_157803701_157805250,258.9280822,+
PABPC4,chr8_103415516_103426055,258.7615568,-
TRNAU1AP,chr2_9473899_9475986,258.7361265,+
PRR3,chr6_30557450_30561833,258.7153415,+
SF3A1,chr18_9102797_9103091,258.3614026,-
CARHSP1,chr14_104753319_104756603,257.4739043,-
CPEB4,chr13_79481521_79520809,257.109171,+
LSM3,chr11_20363798_20364236,257.0911986,+
NOL8,chr3_94063138_94063811,256.7093231,+
RBM28,chr1_153608177_153608273,256.2747792,-
NUPL2,chr3_49015707_49015818,255.9435976,+
LSM7,chr7_107749047_107753413,255.2499149,+
TMEM63A,chr2_209700338_209704449,254.8591867,+
MBNL3,chr13_52456607_52461057,254.3351862,-
DHX57,chr9_92240691_92240855,254.0536026,-
DNAJC17,chr2_95956816_95958590,253.9627893,+
SYNCRIP,chr6_85640564_85642796,253.7445952,-
FUS,chr7_134965386_134968553,253.4338573,-
BFAR,chr16_69711281_69714963,252.6483578,+
TROVE2,chr1_41028726_41037361,252.5074722,+
TRA2B,chr2_85398152_85398689,252.0668078,+
ZC3H15,chr14_88841514_88843805,251.861905,+
EIF4B,chr6_31158722_31159142,251.5234963,+
LSM3,chr16_80976179_81006733,251.2706794,-
PTBP2,chr8_61681036_61684038,251.1935968,+
ZCCHC17,chr10_12215835_12217360,251.0346738,+
PARN,chr5_170808752_170809567,250.9056833,+
TUT1,chr7_99476480_99478273,250.5390053,+
PABPN1,chr11_35190065_35214851,250.4257362,-
SNRPE,chr14_49602468_49603551,249.8583307,+
PRR3,chr3_158588924_158592433,249.605727,-
TRA2B,chr16_53208347_53209481,249.4890334,+
FUBP1,chr2_156326207_156326311,249.4729996,+
CNOT4,chr7_135388894_135393917,249.211584,+
SAMD8,chr3_99675721_99744896,249.0171219,+
HNRNPAB,chr11_46617890_46644278,248.7029135,+
RBM10,chr16_89687815_89689251,248.6691289,+
CARHSP1,chr19_10136287_10137075,248.0513426,+
MBNL2,chr11_47476959_47477296,247.5778379,+
PNPT1,chr3_167720273_167734458,247.5445925,-
RBM28,chr12_53504815_53505134,246.917839,+
SRRM2,chr7_91980958_91992157,246.5092306,-
ANKRD17,chr7_2235564_2238014,246.3054052,+
CPSF6,chr8_143614453_143614786,246.111839,-
SLBP,chr7_151036649_151037240,246.0857819,+
EIF4B,chr1_27897121_27906927,246.0848149,-
ZC3H11A,chr1_174800500_174811831,245.9179062,+
SAMD4B,chr2_159762993_159767283,245.835635,-
NCL,chr7_73697516_73697604,245.7452843,-
RBM39,chr3_101855902_101857291,245.6502367,-
UNK,chr3_155704264_155704535,245.4260591,+
TRA2B,chr16_71923380_71924810,245.1653839,+
RC3H1,chr6_30346564_30346712,245.0046168,-
LSM5,chr4_55609179_55630401,244.7691479,-
PPIL4,chr20_56392713_56395520,244.6330959,+
PAPSS1,chr22_41584058_41584526,244.4010136,+
SRRM2,chr11_64319868_64320660,243.6724559,+
RBM39,chr10_73911612_73912214,243.2357348,-
CNKSR1,chr17_59700189_59707370,243.1427284,-
RBM18,chr3_29897475_29936085,243.0410315,+
EPHB4,chr18_63981838_63985092,242.801178,-
KIAA0430,chr7_73686900_73686998,242.4410035,+
EPHB4,chr18_63981838_63985092,242.2960426,-
CSDE1,chr13_75804541_75809153,242.2196595,+
ZFP36L2,chr16_84700111_84733052,242.0511026,-
HNRNPA3,chr18_55279656_55321669,241.9951047,+
EWSR1,chr19_14563528_14563657,241.9877584,-
LSM5,chr6_79202155_79202275,241.7401507,-
ZFP36L1,chr11_3001248_3001961,241.7126028,+
SNRPD3,chr11_66002570_66003625,241.276205,-
KRR1,chr10_13109015_13109096,240.8192436,+
CASKIN2,chr1_161157017_161157616,240.5399509,-
MSI1,chr19_40617020_40619346,240.294115,+
U2AF1,chr1_94530596_94533089,239.8480737,-
SCML1,chr7_27800090_27827737,239.7478234,+
SCMH1,chr1_41028726_41033982,239.4512795,+
DGKH,chr11_95826215_95827785,239.4348833,+
HDLBP,chr2_241268541_241272760,239.2920101,+
LARP4,chr14_55129300_55138044,238.9437751,-
FUBP3,chr6_112081207_112086555,238.8319702,+
RBMXL1,chr1_155060832_155061903,238.6932853,+
NUFIP1,chr2_169812506_169819560,238.4928909,-
TRNAU1AP,chr10_30434748_30438915,237.9810586,+
MEX3D,chr6_126340444_126346204,237.6658208,-
CPSF7,chr1_86863605_86868052,237.6329406,+
LSM7,chr1_44635588_44636029,237.5283309,+
PAPSS1,chr8_53970463_53984362,237.20739,-
RBMS3,chr3_29897475_29936085,237.0983129,+
ANKS1A,chr17_58692685_58694930,236.4661479,-
CPSF6,chr8_143614453_143614786,236.302678,-
SAMD8,chr6_20548705_20599368,235.6508365,-
PHC3,chr12_54183959_54188950,235.3433899,+
TUT1,chr3_15795306_15797048,235.0939052,+
LSM1,chr22_32475124_32479132,234.2767783,-
MCM3AP,chr9_69065043_69072611,234.209501,+
CPSF6,chr13_19852190_19863449,234.0122633,+
SNRPD2,chr15_50726126_50726320,233.7984841,+
RBM8A,chr11_119056167_119057152,233.5116769,-
CPSF7,chr11_61416519_61419921,232.929435,+
HNRNPL,chr1_155085942_155086412,232.7792323,+
MKRN2,chr16_89651646_89657581,232.7404177,-
U2AF1L4,chr19_35744421_35745124,232.5878533,+
NONO,chr1_19374455_19378539,232.3025794,-
HNRNPH3,chr15_90935375_90935543,231.2306141,+
TIA1,chr6_112087720_112099269,231.1895564,+
HNRNPL,chr7_110663721_110963499,231.0875269,+
ZNF638,chr4_185690611_185775226,230.9420197,+
ZC3H4,chr19_844034_846146,230.4882015,-
LSM2,chr1_155067440_155069018,229.9714536,+
RPS3,chr19_14396473_14397657,229.8531427,+
HNRNPD,chr4_82354154_82354894,229.665288,-
G3BP1,chr2_61868706_61872081,229.3490632,-
LARP4B,chr8_10765916_10826151,229.3415245,+
RBM8A,chr13_52456607_52461057,229.1682397,-
FUBP1,chr14_94081449_94096855,229.1097352,+
RRP7A,chr1_99970644_99993536,229.0441924,+
EIF3B,chr1_28579587_28579941,228.5336703,+
RNPS1,chr15_50355545_50356099,228.4925215,+
LSM1,chr1_161001353_161038879,228.1858389,-
ZC3H4,chr14_49626048_49633286,228.0393353,+
HNRNPF,chr3_38129388_38131925,227.8938756,+
CSTF2,chr5_151772032_151786571,227.8543386,-
BICC1,chr6_99526109_99531631,227.704989,+
ANKS1A,chr19_35497538_35498597,227.5978223,-
PPFIA1,chr14_73058705_73064971,227.4702676,-
SRRM2,chr6_10755232_10756466,227.1546961,+
LSM7,chr12_121652808_121659190,227.1006866,+
RBM22,chr2_20256170_20258236,226.8542702,+
ESRP1,chr6_99526109_99531631,226.6677245,+
RBM12,chr15_74923770_74929115,226.447541,-
YTHDC1,chr17_30984760_30997241,226.1259076,+
KHDRBS1,chr17_42316851_42317181,225.9924878,+
NIP7,chr6_30640422_30642175,225.9357668,+
EEF1G,chr20_18041723_18058889,225.887388,+
FMR1,chr1_28560732_28561112,225.8811484,-
PRR3,chr11_76453388_76458182,225.8383214,+
ACO1,chr1_16367308_16391374,225.8330449,+
TROVE2,chr19_35507511_35510183,225.7909821,+
KIN,chr15_78546698_78548789,225.7583983,+
PABPC4,chr13_37022317_37024034,225.4872198,+
PRPF3,chr3_20171232_20176600,225.3974981,+
RBMS1,chr17_74773688_74775621,225.3371383,+
TTC14,chr12_52070071_52070353,224.9757758,-
RBMS3,chr3_29281756_29434742,224.5524281,+
SF1,chr8_144425772_144425921,224.5104729,-
LSM5,chr8_47939697_47943208,224.4865517,+
CPSF7,chr3_52688206_52689073,224.4563147,-
HNRNPA2B1,chr4_70836314_70839227,224.3830354,-
SRRM2,chr14_67662535_67663028,224.3743096,-
ZC3H13,chr21_33450863_33460412,224.1530813,+
CSTF2,chr10_12172866_12177792,224.0561495,-
ACIN1,chr15_78880579_78884966,223.9515371,-
HNRNPR,chr1_23321663_23333517,223.8218964,-
CSTF2,chr19_47169923_47203670,223.7507688,-
PPP1R10,chr7_151409382_151411227,223.725175,+
SNRNP70,chr6_30741333_30741791,223.5933929,+
ELAVL1,chr12_51269316_51269536,223.4950112,-
ZGPAT,chr4_15971082_15979880,223.3832243,+
RBM12,chr15_74923770_74929115,223.3554481,-
LSM3,chr16_80981877_81006733,223.1926526,-
ZCCHC17,chr10_12210322_12215739,223.1410025,+
ZCCHC14,chr14_55031991_55042951,222.6713121,+
TRMT1,chr1_28230252_28232920,222.6419898,+
PPP1R10,chr11_76458358_76463820,222.6248452,+
SART3,chr12_76074239_76083832,222.4433499,-
SGMS1,chr11_8956298_8964208,222.3796339,+
UHMK1,chr14_23561635_23562287,222.3436631,+
IREB2,chr8_85114355_85115099,222.2996521,+
HNRNPA3,chr2_95876512_95880426,222.2336035,+
RBMS1,chr7_73693669_73693991,222.2070692,+
DDHD2,chr2_113465173_113482176,221.9655194,-
MCTS1,chr20_50942126_50945846,221.8510445,-
ZCRB1,chr2_164950133_164959054,221.689245,+
MKRN3,chr11_112229486_112230207,221.6758597,-
CPSF7,chr2_87480423_87521206,221.4730755,+
CPSF6,chr13_19852190_19863449,221.4685148,+
CSDE1,chr5_34911812_34914694,221.3638356,+
LSM5,chr14_77715879_77717495,221.2363447,+
ELAVL1,chr1_28407463_28438272,221.0968434,-
KIN,chr8_61619019_61637946,221.0000307,-
LARP7,chr15_78295793_78299561,220.4569587,+
LSM2,chr20_408779_410411,220.4508133,+
APTX,chr1_45342643_45342734,220.1824245,+
MBNL1,chr4_103057971_103066326,219.8785683,+
MCM3AP,chr1_6233643_6234404,219.7516162,+
KIN,chr1_161042217_161042554,219.6889654,+
RBMS3,chr3_29897475_29899704,219.6658668,+
HDLBP,chr7_128739432_128747552,219.5878607,-
TOE1,chr17_49414333_49414834,219.5777682,-
UPF1,chr5_127052669_127056396,219.4771728,+
ZC3H11A,chr1_32634110_32634767,219.402148,+
RBMS3,chr3_29899755_29936085,218.831427,+
ZFP36L2,chr4_76251820_76263703,218.7552317,+
ZCRB1,chr7_105508520_105522051,218.7149903,+
SNRPN,chr2_95876512_95880426,218.497669,+
MKRN2,chr15_80059809_80098415,218.4641951,+
PRPF3,chr8_60232379_60232484,218.3843754,-
PUF60,chr11_119011283_119011938,218.1578377,+
THUMPD2,chr1_154984066_154992712,217.6584422,-
STARD13,chr10_73911612_73912214,217.2254551,-
CNOT4,chr7_135398226_135410514,217.208741,+
PAPSS2,chr7_128455909_128457200,217.0733533,-
LARP4B,chr8_10765916_10826151,216.9753485,+
PCBP1,chr11_93754037_93757315,216.9210529,+
CARHSP1,chr14_104753319_104756603,216.9138134,-
CHERP,chr12_48142066_48143752,216.8769733,-
HNRNPAB,chr4_78930325_78939039,216.7314826,+
SFPQ,chr1_35178036_35181134,216.6140549,+
MSI1,chr22_15777336_15778009,216.5957918,+
PARP10,chr6_134170435_134171022,216.5847597,+
NIP7,chr4_184678394_184682247,216.28105,+
PNPT1,chr12_130872629_130872835,216.1906009,+
RBMS1,chr8_81718224_81721248,215.995405,+
SF3B4,chr16_74298209_74300114,215.7977782,-
ZC3H15,chr2_95912435_95914107,215.7834657,+
HNRNPD,chr17_27306882_27307743,215.6596698,-
CHERP,chr15_90969120_90969523,215.6403252,+
SLBP,chr15_22839174_22839654,215.598292,+
RBM38,chr7_17882943_17890362,215.5701875,+
ANKRD17,chr1_155850884_155853275,215.3609697,+
PCBP2,chr12_53471807_53474868,215.2803479,-
APTX,chr9_32987731_32989758,215.1862463,+
PCBP1,chr14_51701135_51702511,214.9669793,+
PDCD11,chr3_197622330_197623219,214.8397281,+
PNPT1,chr7_23106146_23117833,214.8075033,-
RC3H1,chr11_102607452_102607709,214.6844936,-
TNRC6A,chr8_63168814_63169386,214.5351493,+
PABPN1,chr12_48815728_48816872,214.1735926,+
SF3A1,chr12_48681641_48681857,214.1322453,+
ZCCHC17,chr4_70836314_70839176,214.097825,+
PABPN1,chr9_112276013_112297840,214.0468219,+
ZC3H4,chr5_81301670_81304740,213.9812495,+
YTHDF3,chr15_74923770_74926765,213.9309372,+
RBM39,chr11_119019317_119021759,213.8757054,-
NAA38,chr11_47639051_47642400,213.8491041,-
PUM2,chr1_20779911_20780349,213.7297969,+
LARP4,chr14_55129300_55138044,213.7172825,-
ZRANB2,chr3_15582989_15589539,213.6751276,+
PPFIA3,chr4_77907210_77909265,213.6389591,-
PNO1,chr7_74037739_74042613,213.6256259,+
ZFP36L2,chr5_88823930_88882954,213.3869975,+
SSB,chr2_169801026_169805664,213.2640059,-
LRSAM1,chr20_56513428_56517105,213.2028981,-
PPFIA1,chr19_18436479_18437859,212.9967768,-
EIF3G,chr11_35190065_35214851,212.9246961,-
EPHA2,chr14_58215284_58223621,212.8478098,+
ZC3H4,chr3_97950012_97950785,212.2913305,+
CPSF7,chr11_61416519_61419948,212.2760412,+
SF3B4,chr3_47912421_47914816,212.2616123,+
UPF1,chr1_114397860_114399456,212.1980516,+
ESRP1,chr11_67400919_67401727,212.0866713,-
U2AF1L4,chr17_64514358_64516722,212.0481109,+
ACIN1,chr14_23081836_23090521,212.0310094,+
ANKHD1,chr4_168654812_168668189,211.9684485,+
SCMH1,chr5_75354697_75355364,211.9536958,-
DHX57,chr1_94530596_94533089,211.8419534,+
PDCD11,chr2_156326207_156326311,211.5831409,-
U2AF1L4,chr14_91473370_91475849,211.5622032,+
ZCCHC14,chr22_42808890_42817141,211.5289366,+
BFAR,chr10_95633049_95633496,211.4370471,-
MCTS1,chr2_169801026_169805664,211.395757,-
UPF1,chr19_36114412_36114797,211.1711466,-
FUS,chr19_16185765_16190886,211.0074028,+
ASCC1,chr4_169742107_169750535,210.7096077,+
KIAA0020,chr8_143739503_143739858,210.6448441,+
NUFIP1,chr3_9363312_9365015,210.5705261,+
CPSF4,chr7_48101982_48106872,210.5699108,+
SF3A1,chr17_27306882_27307743,210.5588893,+
SNRPC,chr19_48993923_48994775,210.5335926,-
NONO,chr2_130182452_130190468,210.5231101,-
KIAA0020,chr8_103427252_103430611,210.48423,+
DKC1,chr15_90088747_90090478,210.3715074,+
NOL8,chr9_129338917_129341349,209.911596,-
SF3B4,chr5_69560242_69562672,209.8315865,+
HNRNPA0,chr19_5896650_5896904,209.7147908,-
TARDBP,chr6_79003858_79004372,209.7089223,+
UHMK1,chr3_29281756_29434742,209.66914,+
KRR1,chr12_95474330_95476073,209.5540128,+
CPSF6,chr17_72428298_72592202,209.5072734,+
SF1,chr1_35178036_35187000,209.3616668,+
SNRPD1,chr18_21622801_21623747,209.3285379,+
RBM18,chr11_406538_407061,209.2207858,+
RBM25,chr12_124913111_124913339,209.1664462,+
LARP1,chr2_201140439_201145377,209.1518357,+
RBMXL1,chr21_29064836_29064967,209.1081543,-
TIPARP,chr17_17254945_17261965,208.7852886,-
HELZ,chr1_70228555_70231858,208.5932264,+
ZNF638,chr4_119214222_119217549,208.577159,+
LSM4,chr11_67583844_67584133,208.4469075,+
YBX1,chr4_26321048_26386352,208.289116,+
SNRPG,chr2_32866812_32866889,208.2011754,-
PPIE,chr1_39738923_39740164,208.1999143,-
LSM2,chr11_64317132_64317263,208.0050789,-
PNO1,chr2_73732700_73734428,207.919737,+
ZGPAT,chr1_39743924_39745413,207.8534707,-
RBM17,chr5_53646405_53683117,207.7160166,-
RBMS3,chr17_76089320_76090328,207.649456,+
PABPC3,chr16_80981877_81006733,207.5750221,-
CIRBP,chr16_4466402_4469503,207.5425018,+
RBM42,chr21_43755476_43755697,207.4871382,-
TIAL1,chr21_33410892_33414887,207.3400922,+
POLR2G,chr2_37344851_37352788,207.2616767,+
SEC23IP,chr11_95795559_95799231,206.974645,-
SNRPE,chr6_30741333_30742146,206.9137861,+
CIRBP,chr2_101859864_101864929,206.912744,+
TRMT2A,chr7_100098290_100098566,206.7799789,-
PARP12,chr18_59900714_59902646,206.7172832,-
TRNAU1AP,chr7_45109243_45111642,206.557259,-
RRP7A,chr8_63017630_63024079,206.5417778,-
NCL,chr8_54051188_54055059,206.5033701,-
GRSF1,chr1_23030634_23044426,206.4846715,+
RBMX,chr14_21211566_21211809,206.4806429,+
RBM39,chr3_101855902_101857291,206.4581536,-
MKRN1,chr6_27127401_27132524,206.45622,+
RBM15,chr1_113905775_113908008,206.0222326,+
ASCC1,chr13_37004561_37005956,205.98371,-
RNPC3,chr2_70214491_70215370,205.9190662,+
ZFR,chr8_47939697_47943208,205.9031087,+
CARHSP1,chr17_17247151_17248925,205.8673817,+
KHDRBS3,chr19_4327385_4329960,205.8007309,-
YTHDC1,chr17_30984760_30997241,205.7876937,+
DDHD2,chr10_15097766_15102217,205.773746,+
LARP1,chr7_103086764_103097276,205.6767602,+
SNRPD1,chr18_21612443_21622724,205.4953709,+
TAF15,chr20_20026919_20033101,205.4624736,-
SART3,chr1_954082_954463,205.3912822,-
LSM3,chr19_41958948_41959236,205.33131,+
HNRNPD,chr6_80022472_80026380,204.9599202,+
DKC1,chr19_35744421_35745124,204.6682544,+
PUF60,chr1_45551155_45566568,204.6528188,+
AKAP1,chr15_50424654_50439008,204.4736021,+
SNRPN,chr3_9390497_9391488,204.4166809,+
SCMH1,chr18_11886778_11886916,204.2879724,+
SRRM2,chr19_45079279_45079906,204.0972976,+
LSM3,chr15_90984140_90994406,204.0281662,-
SLBP,chr12_47965345_47966682,203.5927034,-
NIP7,chr4_56505693_56511184,203.5824457,+
SNRPE,chr1_161340655_161362328,203.5057284,-
RBMS2,chr18_12311053_12329145,203.3495179,-
BFAR,chr12_96297332_96297626,203.230535,+
NAA38,chr10_80172869_80205342,203.1625412,-
DNAJC17,chr2_27381721_27382125,203.1146694,-
EWSR1,chr12_45964188_45974189,202.9969338,-
CIRBP,chr16_87305905_87314970,202.9753368,+
RBM26,chr16_189339_189930,202.570566,+
LSM4,chr1_2400935_2402206,202.5051856,+
PHC3,chr1_151895194_151907320,202.4635251,+
SLBP,chr14_104756760_104759218,202.46314,-
LSM3,chr1_75724817_75732643,202.3639835,-
ZCCHC17,chr17_7626793_7627142,202.3052595,+
RBMS1,chr1_28574718_28577499,202.1676807,-
TMEM63A,chr11_36610239_36648015,202.1059091,+
ZC3H13,chr11_62794398_62794934,201.8904993,+
PNPT1,chr8_144791307_144791839,201.8758978,+
RBMX2,chr6_637861_693018,201.8031432,+
KIAA0020,chr1_46303820_46309100,201.6857035,+
SFMBT1,chr5_88270585_88436272,201.65685,+
NCBP2,chr2_210016257_210016506,201.6009734,+
ELAVL1,chr15_80098578_80120327,201.5904979,-
ZFP36L1,chr17_17271008_17281131,201.3858082,-
SNRPG,chr19_11345628_11346007,201.3000141,-
HNRNPC,chr14_21263336_21269297,201.115836,+
RRP7A,chr1_1308720_1309085,201.0195489,+
RRP7A,chr8_63017630_63024079,200.9474878,-
ANKRD17,chr6_30640422_30640534,200.9284766,+
ZFP36L2,chr10_103392466_103394198,200.8399554,-
PABPC3,chr13_27427192_27429171,200.8348479,-
RBMS3,chr15_43800784_43801517,200.7381988,-
ZC3H15,chr14_88841196_88841424,200.7379111,+
ZC3H11A,chr10_103106706_103111744,200.7179858,+
NUFIP1,chr20_49154071_49188115,200.7176947,+
CSDE1,chr19_35154809_35155550,200.698985,+
PABPC4,chr1_39563922_39564470,200.4880124,+
TIA1,chr13_30461533_30462537,200.3257542,+
DDHD2,chr6_13321095_13326786,200.1579389,-
MCM3AP,chr17_17271008_17281131,200.0490377,+
UNK,chr15_41349241_41350990,199.8773564,-
TIAL1,chr21_39181878_39183063,199.6938281,+
LSM6,chr3_9689082_9697710,199.6735071,+
PNPT1,chr8_125005705_125007390,199.5708241,+
SNRPD2,chr2_39757368_39761330,199.3179557,+
PCBP2,chr17_59112345_59155130,199.3016184,+
NUFIP1,chr2_169812506_169819560,199.3015994,-
PCBP2,chr3_9833273_9834680,199.2314337,+
LARP7,chr20_1125650_1135120,199.1867669,+
RBMS2,chr10_80172869_80205342,199.0507864,+
DUS3L,chr8_47727293_47735306,198.9963974,+
THUMPD3,chr13_49661208_49669776,198.9448527,+
PCBP1,chr6_122633367_122717786,198.6200717,-
NSUN6,chr3_152269407_152299404,198.565167,-
LSM3,chr15_90984140_90994406,198.5490394,-
DGKH,chr10_60785787_60791889,198.3240745,-
RBM27,chr14_35110629_35121901,198.2839226,+
ZFP36L1,chr8_73422702_73458676,197.9389477,+
ZC3H13,chr15_29701689_29704221,197.8952327,+
EIF3B,chr22_43151604_43159209,197.7116812,+
SNRPN,chr9_36573198_36581643,197.6220907,+
MCTS1,chr16_4450497_4454810,197.5462596,+
TNKS2,chr2_105384941_105386360,197.4984059,-
FXR1,chr19_35744421_35745124,197.4358293,+
CPSF6,chr8_120425366_120432029,197.4355493,+
THUMPD3,chr3_9363312_9365015,197.3479515,-
PSPC1,chr12_96295122_96297269,197.0980575,+
ESRP1,chr8_17991676_17993482,197.087834,+
ZC3H11A,chr5_179811682_179812406,197.0091445,+
PCBP1,chr1_52911790_52913894,196.9888455,+
UPF1,chr6_30741333_30741791,196.8635459,-
SSB,chr8_66667701_66677641,196.83349,-
SF3A1,chr3_49362626_49368427,196.8193858,+
SNRPE,chr8_102265275_102266946,196.817321,+
LARP7,chr9_129338917_129341831,196.8038723,+
SNRNP35,chr3_37146627_37148893,196.802556,-
GTF3A,chr19_48936195_48939448,196.8020316,+
SASH1,chr6_87520252_87521463,196.7563901,-
RBM17,chr4_75917773_75918760,196.742855,-
RBM47,chr2_95938901_95938986,196.7190005,+
FUBP3,chr6_112081207_112086555,196.7175318,+
PNPT1,chr3_37251484_37281957,196.6121539,+
HNRNPAB,chr7_103327378_103327655,196.5836626,-
SRBD1,chr15_69421752_69422325,196.3892104,+
PUF60,chr1_228108474_228108954,196.2423477,-
NCL,chr13_46045513_46052697,196.188683,+
SNRNP70,chr2_61017851_61018188,196.0336142,-
HNRNPA0,chr2_127848185_127858027,195.8968525,+
NUPL2,chr14_64924126_64943298,195.8909693,-
BFAR,chr16_75640349_75641563,195.8786039,+
TRNAU1AP,chr1_28574718_28577499,195.8654046,-
PTBP1,chr17_7013516_7013665,195.7859434,-
PSPC1,chr3_4303526_4316211,195.7827003,+
