RBP,AS_Site,Contribution,Direction
DKC1,chr1_156011887_156018131,292.7404623,-
ANKS4B,chr7_105038199_105040838,292.4751045,-
EEF1G,chr2_27772692_27779432,292.0971744,+
HELZ,chr6_32975112_32975383,290.5392719,+
YTHDF3,chr8_63168901_63169386,290.0821555,+
RBMS1,chr2_160285044_160286968,289.4001703,+
RBM43,chr5_151772036_151786602,288.4297837,+
EIF3B,chr7_2379511_2380278,286.8463742,+
HNRNPD,chr12_7060877_7061838,286.4791778,+
YTHDC1,chr21_17598824_17604144,285.9336033,+
RBM12,chr4_185678822_185775226,285.2486591,+
ZRANB2,chr1_71065137_71066775,285.2252211,+
HNRNPL,chr11_102317571_102321836,284.1699685,+
WDSUB1,chr2_159259843_159271701,281.7473868,+
CIRBP,chr12_27244332_27297709,281.1472545,+
ZC3HAV1,chr4_76082535_76097643,280.6925598,+
EIF4B,chr7_5739625_5740972,280.4165576,+
ZC3H12B,chr2_271939_272036,279.7762862,+
FUBP1,chr5_304221_314416,279.7521054,-
RBM42,chr11_130137291_130140397,279.4139467,-
PABPC1,chr2_61017851_61018183,277.337533,+
HNRNPF,chr1_86863605_86880661,277.2731733,+
RBM26,chr6_7579772_7582641,276.1636689,+
HNRNPA2B1,chr1_228108318_228109148,275.5422072,+
ZRANB2,chr12_124912734_124913418,275.5161377,-
EIF2S1,chr4_83458429_83459739,275.0098962,+
PNPT1,chr3_180985996_180988022,274.1267405,+
SRRM1,chr4_53428183_53442652,274.1179518,+
RBM41,chr4_83456958_83459739,272.7907561,+
ZRANB2,chr1_71065137_71066775,272.4800612,+
HNRNPH1,chr8_69493125_69495764,272.1207312,+
ANKS4B,chr2_97560860_97578905,272.1135227,+
YBX1,chr12_28190641_28257201,271.7240016,+
ZC3H6,chr16_66552793_66563121,271.2082211,+
PNPT1,chr6_122427956_122431429,270.9230972,+
LARP7,chr4_112637239_112644667,270.6772512,+
ZC3H12B,chr6_20649377_20739518,269.8670887,+
PAPSS1,chr12_26231985_26271662,269.40607,+
RBM27,chr5_146251875_146254942,269.0485803,+
EIF3G,chr1_40059458_40060069,268.3825899,-
MBNL1,chr3_152447773_152455541,268.2060831,+
PAPSS1,chr2_160282304_160284774,268.092532,+
RBM41,chr4_83456958_83459739,267.9735924,+
PUM1,chr1_30945483_30950126,267.8561055,+
SAMD12,chr11_117199432_117203001,267.6717222,+
NAA38,chr1_45568177_45568926,267.5051258,+
HNRNPK,chr3_195662733_195664085,267.2622558,+
ANKS4B,chr1_172551626_172553259,266.5286153,+
TRA2A,chr7_26193694_26195846,266.2978167,+
PPIE,chr1_39753052_39762516,266.1690191,+
RBMS3,chr3_29899755_29936085,266.1228426,+
SNRPB,chr14_20802093_20802796,265.745671,+
CSDE1,chr22_40594735_40636477,265.1892796,+
SRRM1,chr1_24662804_24666814,264.792927,+
HELZ,chr12_124912636_124913320,264.1929746,+
ZRANB2,chr4_13368650_13376544,263.9507553,+
MYEF2,chr18_678737_683245,263.0234314,+
TROVE2,chr1_193059776_193069033,262.3271213,+
SRRT,chr17_40628993_40630207,262.028199,-
RBM3,chr7_74189918_74190246,261.9673121,+
LARP7,chr19_12764917_12764998,261.0060448,+
PAN3,chr17_5422829_5425970,260.9987872,+
HNRNPM,chr8_94678371_94696851,260.2726854,+
PNPT1,chr20_49154071_49174194,260.0550748,+
RBM27,chr5_146237432_146254942,259.7371439,+
RBM4,chr11_66640123_66643449,259.7194909,+
HNRNPH1,chr15_72200655_72203021,258.9666501,-
RRP7A,chr14_58291707_58297954,258.8622625,+
ZC3H11A,chr2_46581591_46588074,258.6319923,+
PABPC4,chr1_32224475_32228498,258.4393601,+
SLBP,chr1_150627592_150629060,257.7884048,+
ZFP36L2,chr2_61017851_61018188,255.4489849,+
MATR3,chr7_116904383_116910232,255.3141477,+
RBMS3,chr3_29897475_29899704,255.1067284,+
SNRPD1,chr10_110876070_110881274,254.9073954,-
PABPC4,chr6_24714354_24716245,254.458472,+
RBM4,chr11_66640123_66646026,254.2850752,+
RBM34,chr18_35290391_35305975,253.5776811,+
EEF1G,chr1_25826826_25829617,252.9941684,+
PARP14,chr16_19764112_19788837,252.1212128,+
ZRANB2,chr4_15971082_15980421,251.5937822,+
SAMD8,chr2_38746747_38748055,251.3743732,+
PPIL4,chr4_82829058_82844385,251.3530459,+
ANKHD1,chr5_140497278_140504820,251.2476242,+
MBNL2,chr9_72363606_72364695,250.3341432,+
TARDBP,chr4_185514337_185514702,250.1989278,+
SNRPG,chr12_10610680_10613438,249.7318708,+
EIF4B,chr8_56211837_56214597,249.668568,+
HNRNPL,chr10_6226365_6232894,249.4480687,+
ZFP36L1,chr17_72021979_72025897,249.1295621,+
PCBP2,chr12_53467843_53468776,248.8974593,+
PCBP2,chr2_152663979_152664137,248.8484112,+
ZFP36,chr6_29942626_29942756,248.691638,+
MSI1,chr7_128748367_128748572,248.5846304,+
NCL,chr1_186406268_186411810,248.5369948,+
SF3B4,chr4_54726050_54727217,248.3973138,-
HNRNPA2B1,chr1_228108318_228109148,248.1860304,+
SNRPC,chr3_149902162_149911977,248.012662,+
SASH1,chr11_34651610_34656907,247.3857845,-
ZC3H15,chr12_16347710_16357604,247.1912521,-
PPFIBP1,chr3_141438365_141442388,246.8832754,+
GTF3A,chr6_99414690_99416348,246.8757224,+
RBMX,chr7_45751646_45758042,246.80915,+
SAMD12,chr12_57719182_57720405,246.4631439,+
SASH1,chr20_58895684_58903530,246.44276,+
RBM23,chr14_22906368_22909482,246.2385931,+
NONO,chr1_52911790_52921552,246.2065485,+
PPP1R9A,chr1_54047372_54053355,246.2018062,-
U2AF1,chr18_9204544_9208656,246.1632427,+
RBM39,chr12_12487187_12500518,246.1126117,+
EIF4B,chr8_56211837_56214597,246.0785573,+
SNRPG,chr12_10610680_10613438,245.737498,+
HNRNPA2B1,chr15_41349241_41351032,245.3063239,+
HNRNPH1,chr2_215372300_215373321,245.289712,-
CPSF6,chr16_56935312_56936686,244.8921261,-
RBMS1,chr17_18587879_18594720,244.8791378,+
YBX1,chr15_79961174_79970699,244.3351523,+
MCTS1,chr6_42884750_42885973,244.3089651,+
PHC3,chr8_73978861_73981154,244.1849473,+
MCTS1,chr1_71065137_71066775,243.9804974,+
PNPT1,chr6_122423686_122427902,243.9419655,+
SAFB,chr19_5657347_5661520,243.8016948,+
GRSF1,chr2_237540533_237542566,243.6089947,+
ZC3H6,chr3_140963227_140970926,243.4814445,+
DKC1,chr4_184648631_184649394,242.940463,+
PAPSS1,chr10_112964624_113040024,242.8616136,+
HNRNPA2B1,chr12_91178585_91179361,242.3233866,+
EIF2S1,chr1_228141288_228145510,241.8669744,+
HNRNPC,chr12_27969516_27969680,241.7174917,+
PUF60,chr6_159790639_159790939,241.5708483,+
ZFP36L2,chr1_25243633_25245149,241.2675688,+
LSM3,chr5_132271466_132271790,241.0526433,+
LSM7,chr4_15971082_15979880,240.7273949,+
ZRANB2,chr14_39321056_39326863,240.3615715,+
PNO1,chr8_143818534_143821596,240.2657354,-
RBM4,chr5_150447735_150449491,240.0701733,-
RBM3,chr1_244842058_244842194,240.0132413,+
ZFP36L1,chr17_42951894_42953723,239.939338,+
PCBP2,chr11_62789426_62789885,239.7650198,+
CPSF7,chr9_14179780_14180658,239.7419142,-
HNRNPA3,chr7_74716950_74718878,239.6946331,+
SNRPE,chr2_74135658_74142271,239.1250729,+
HNRNPH1,chr5_147881094_147901628,238.7677,+
SRRM1,chr1_24663224_24666814,238.510805,+
RBM25,chr2_119367644_119368187,238.1804867,-
SNRPD1,chr7_27800090_27827737,238.1558935,+
U2AF1,chr1_213000383_213000785,238.0665027,+
SASH1,chr3_143023064_143023974,237.332188,+
SNRPG,chr10_30437406_30438915,237.1170972,+
HNRNPH1,chr6_159685033_159692660,236.8724118,-
PABPC4,chr1_39563922_39564422,236.8237651,+
SASH1,chr3_100492928_100555208,236.7925235,+
SNRPD2,chr15_69453020_69455169,236.4225606,-
SAMD12,chr9_35684550_35684731,236.1639874,+
HNRNPC,chr1_153990802_153990913,236.154178,+
HNRNPH1,chr1_32226320_32228498,235.9064907,-
RBM34,chr18_35290391_35305975,235.7134603,+
RBM8A,chr17_42953778_42954875,235.5457001,+
ZC3H12D,chr12_124912655_124913339,235.3782337,-
PABPC4,chr1_39563741_39564422,235.1685139,+
CARHSP1,chr17_7012757_7013665,234.9858943,-
RALY,chr3_157153156_157157010,234.8940139,-
LSM4,chr17_28331987_28335339,234.6495739,+
YBX1,chr1_78649905_78650185,234.5026633,+
SNRPC,chr5_151109846_151117126,234.4342224,+
RBMS2,chr11_10801087_10802048,234.4111366,-
PCBP2,chr11_62789426_62789885,234.3977268,+
RRP7A,chr17_81933376_81934652,234.379757,+
NCBP2,chr10_13116340_13118905,234.3540104,+
CSDE1,chr16_66558348_66563121,234.3019825,+
MATR3,chr13_37570669_37571368,234.2763068,+
RBM23,chr14_22905453_22905605,234.0986382,+
YBX1,chr10_29409683_29415356,234.0516277,+
HNRNPH3,chr7_122078014_122078861,233.9666269,+
HNRNPD,chr4_82355401_82356795,233.9076776,+
PARP14,chr8_61619019_61633682,233.9010088,+
CPSF6,chr16_56935312_56936686,233.9002983,-
HNRNPH1,chr11_102317571_102321836,233.7513427,+
SSB,chr8_140702707_140706118,233.6510724,+
ZC3H13,chr20_35729365_35731940,233.6066197,-
TNKS,chr4_155667419_155668089,233.2392793,-
SFPQ,chr1_161073299_161073719,233.1894229,+
PUF60,chr2_152716126_152717229,233.1107342,+
SFPQ,chr6_105288894_105323664,233.0250307,+
SASH1,chr3_100492928_100555208,233.0239744,+
ZC3H4,chr3_11602022_11702970,232.8264022,+
CPSF6,chr6_167033971_167039903,232.6405416,+
LARP7,chr4_112637603_112644667,232.4769535,+
HNRNPA1,chr1_174957549_174969276,232.2974895,+
RBMS2,chr8_61643433_61644599,232.2234581,-
PCBP2,chr12_53462567_53464759,231.8955269,+
SLTM,chr15_58899883_58901259,231.881933,+
PCBP1,chr6_12290693_12292340,231.8804512,+
ZC3H13,chr6_56620715_56620800,231.6359579,+
RBM39,chr1_151254808_151263913,231.5436598,-
FUBP1,chr2_95889871_95889965,231.2885855,+
SNRPC,chr5_151109846_151117126,231.2384221,+
PABPC1,chr18_59225734_59230403,230.9225986,+
CARHSP1,chr12_28190641_28225794,230.909715,+
YTHDF2,chr11_33731468_33736381,230.8256991,-
HDLBP,chr18_694334_706469,230.6244506,+
CPSF6,chr8_61619019_61633682,230.4808371,-
MATR3,chr11_130135715_130137255,230.3181111,-
TRA2A,chr6_24714440_24716245,230.1708623,-
HNRNPK,chr1_151199081_151224244,230.0612458,+
SRRM1,chr22_40594735_40636477,229.7053417,+
ZC3H6,chr7_99560695_99572244,229.4508322,+
HNRNPF,chr8_61619019_61633682,229.2056756,+
SNRPD1,chr7_27800090_27827737,229.1286448,+
RNPS1,chr3_108047292_108049618,229.0263914,+
LSM4,chr12_6492972_6493458,228.9036373,-
RRP7A,chr14_94383241_94390456,228.7642339,+
MATR3,chr19_10579864_10581265,228.5637746,+
SNRPC,chr11_35190065_35208104,228.492357,+
LSM2,chr2_9587509_9591391,228.4154174,-
RRP7A,chr17_37489958_37510676,228.2357491,+
RRP7A,chr3_129434136_129436460,228.1355444,+
ZC3HAV1,chr12_62349307_62355330,228.1279657,+
YTHDC1,chr1_28561260_28561345,227.7431888,+
ZC3H7A,chr3_152447773_152456266,227.6150201,+
NONO,chr16_66552793_66563121,227.1864222,+
DKC1,chr6_31540534_31541949,226.9742536,+
TRA2B,chr3_185926734_185937824,226.815187,+
ZC3HAV1,chr5_43139309_43161248,226.7156417,+
HNRNPH3,chr10_68338642_68339139,226.5904113,+
HNRNPA2B1,chr7_26193694_26195846,226.2854452,+
SRRM1,chr7_1010143_1127256,225.9906192,+
ZFP36L2,chr3_50288937_50289254,225.4985451,+
PUM1,chr22_31531129_31546860,225.3722494,+
PCBP2,chr1_150711571_150711832,225.173496,+
RBM34,chr5_179614959_179616125,224.995277,+
PRPF3,chr12_120571291_120575630,224.9866582,+
RC3H1,chr10_3782214_3783215,224.9860082,-
HNRNPA3,chr1_111139711_111140037,224.7216486,+
HNRNPK,chr12_124911971_124912427,224.6955585,-
ZC3H6,chr4_87499585_87529044,224.5027902,+
PABPC4,chr3_143023064_143027148,224.3636631,+
HNRNPM,chr12_124912278_124913418,224.1584517,-
CPSF6,chr10_35127193_35148367,223.8741898,+
ZC3H15,chr6_99414690_99425214,223.7734191,+
HNRNPM,chr17_16382111_16382567,223.7490471,-
ZFP36,chr12_14885850_14905108,223.713993,+
SNRPD1,chr4_76054274_76075880,223.7009732,+
LARP4B,chr4_53379117_53379224,223.5841756,+
PHC3,chr13_19709599_19730238,223.555908,+
SSB,chr8_143581328_143586728,223.4088721,+
UNKL,chr1_228141288_228145510,223.4057742,-
HNRNPL,chr13_49382941_49401132,223.3836885,+
PCBP2,chr12_53467843_53468776,223.2463155,+
RBM23,chr14_22905453_22906194,223.2258376,+
NCL,chr12_124911822_124912506,223.186183,+
KHDRBS1,chr15_22839790_22851638,223.1161323,+
HNRNPM,chr17_7577916_7578341,223.017814,-
THUMPD1,chr12_124911822_124912506,222.8660464,-
ZCCHC17,chr1_155309076_155310063,222.8427344,+
IREB2,chr12_124912883_124913111,222.7918544,-
GRSF1,chr12_6330711_6330852,222.6031355,+
SNRPD1,chr1_70231975_70232267,222.4618862,+
KRR1,chr8_10820269_10826151,222.3826641,+
RBM47,chr14_94581490_94581614,222.1569201,-
RBM19,chr4_76054274_76057978,222.0463227,-
RBM6,chr20_62308178_62308654,221.9305821,+
HNRNPM,chr2_97555254_97556936,221.2975348,+
RBMS2,chr2_97187226_97189217,221.1805561,+
RBMXL1,chr12_124911952_124913092,220.9167945,+
SGMS1,chr14_88596808_88607242,220.3448086,+
ESRP1,chr1_155260659_155262085,220.2468093,+
RC3H2,chr11_73716362_73718612,220.1102214,-
SNRPE,chr9_73151924_73154460,219.9575631,-
ZFP36L1,chr2_189575320_189578218,219.8310188,-
CPSF6,chr2_232556530_232564246,219.7526988,+
RBM25,chr12_101627804_101629433,219.5735978,+
SNRPG,chr14_20802093_20802796,219.4745112,+
SLBP,chr3_121770574_121781742,219.3452228,+
FUBP1,chr16_10547677_10580548,219.297164,+
SNRPE,chr2_172498100_172501771,219.2754499,+
RBM47,chr14_55601880_55612018,219.0243094,+
MCTS1,chr1_71065137_71066775,219.0037537,+
SNRPB,chr1_51652041_51714002,218.7870367,+
SNRPD1,chr4_185690611_185775226,218.6027748,+
FUS,chr4_15971082_15979880,218.540036,+
SAFB,chr4_155669892_155696755,218.168028,-
SLTM,chr15_58899937_58901259,218.163392,+
RBMX,chr6_79201726_79202275,217.9351456,+
PABPC1,chr2_27444061_27444185,217.7781367,+
TIAL1,chr2_97194754_97204190,217.5808267,-
TRA2A,chr12_96003064_96003837,217.2936928,+
LARP7,chr1_155260659_155262085,217.29211,-
UPF3B,chr3_138572984_138591853,217.2839363,+
PCBP2,chr15_101650161_101652270,217.1592281,+
TRA2B,chr1_112703806_112707077,217.1299798,+
SYNCRIP,chr9_32988129_32989758,217.0953587,+
PPFIBP1,chr2_215379317_215382211,217.001494,+
YTHDF3,chr18_36781922_36798448,216.6942279,+
THUMPD1,chr20_17680075_17682027,216.6607803,+
EEF1G,chr9_72360787_72364695,216.5834795,+
RBM25,chr10_70161931_70162689,216.558532,+
PHC3,chr14_58295811_58297954,216.4103077,+
NONO,chr11_66003070_66003234,216.2607861,+
PTBP1,chr2_1665074_1666213,215.9988222,+
SNRPB,chr1_51652041_51714002,215.9700758,+
PABPC1,chr4_185639035_185646667,215.8319761,+
TROVE2,chr4_108620712_108621950,215.7690917,+
ZC3H12A,chr16_56936817_56942131,215.3401501,-
SSB,chr20_34090602_34096656,215.2829325,+
FXR1,chr12_124912734_124913418,215.2216573,+
EIF3B,chr18_49483771_49487206,214.9534201,+
SF3B4,chr1_231241456_231250960,214.8077516,+
PAN3,chr7_30019123_30022664,214.7308461,+
HNRNPM,chr10_3782214_3783215,214.7261738,-
HNRNPK,chr12_101636728_101642418,214.6384797,+
EEF1G,chr12_120200891_120201082,214.5635022,-
CPEB4,chr14_69769251_69769510,214.5305873,-
APTX,chr9_32987731_32988082,214.4516456,+
FUS,chr12_21506976_21507943,214.4033331,+
FUS,chr20_16730164_16731667,214.391213,+
SNRPG,chr15_84655404_84657175,214.3205838,+
SF3B4,chr7_852667_852812,214.1354817,+
RBM14,chr8_100948900_100952849,214.0871336,-
POLR2G,chr3_195662733_195663623,214.0445497,+
NCL,chr10_73030370_73043886,213.7997212,+
ZCRB1,chr8_22621568_22622540,213.5953012,+
PABPC1,chr3_191375589_191380158,213.4053521,+
MEX3A,chr2_215391814_215392930,213.3421793,+
SNRPF,chr20_35280118_35284175,213.1807234,-
SSB,chr6_125292909_125298713,213.0859079,+
SNRPD3,chr12_27961997_27963347,212.9986447,+
NIP7,chr20_35740989_35741940,212.8723786,+
TEP1,chr12_76450988_76487509,212.7777346,+
HDLBP,chr1_225783368_225789258,212.7379695,-
TRA2A,chr6_24714440_24716032,212.6199895,-
ZRANB2,chr5_151110644_151117126,212.5626405,+
EEF1G,chr1_153544809_153544957,212.5600734,+
SAFB,chr3_157151930_157152176,212.5486743,+
RBMS3,chr10_88941390_88941784,212.4511271,+
RBM43,chr11_47565986_47571470,212.3706714,+
HNRNPH2,chr11_66284966_66285700,212.1855229,+
PTBP2,chr12_104021491_104049894,211.7682107,+
HNRNPH3,chr10_72216138_72230365,211.6150039,-
EEF1G,chr10_78037304_78040614,211.5811292,+
PPIL4,chr2_203402734_203416907,211.3357926,+
CSDE1,chr18_35290391_35291009,211.3046839,+
RNPC3,chr16_56936817_56942131,211.2324715,-
PTBP2,chr3_27404963_27411641,211.176119,+
HNRNPH2,chr7_101218485_101222603,211.0573828,+
NIP7,chr21_26468634_26480271,210.4805394,+
HNRNPC,chr12_124911899_124912355,210.4508392,-
RBM4,chr17_81891841_81894466,210.102367,-
ZC3H15,chr13_45383838_45389734,209.8895861,-
GTF3A,chr17_67894165_67903788,209.8662675,+
EEF1G,chr19_54206462_54206552,209.8495156,-
CCAR1,chr5_146164471_146168127,209.6559743,+
RBMS3,chr10_88941390_88943796,209.6250567,-
HNRNPA2B1,chr11_17286717_17295323,209.5564279,+
EWSR1,chr12_19345888_19348398,209.4915363,+
EWSR1,chr10_24219909_24380868,209.4279978,+
RBM34,chr10_110876070_110881274,209.357481,+
KHDRBS1,chr1_212766273_212782371,209.1110474,+
CPSF6,chr16_19764112_19788837,209.0689035,+
HNRNPD,chr4_82356683_82356795,209.0563345,+
EIF4H,chr17_58351508_58352066,209.0049509,+
SNRPG,chr1_234398553_234401180,208.9925394,+
RBM42,chr14_23565892_23566063,208.9481815,+
RBM3,chr3_197149796_197161639,208.9164084,+
PCBP2,chr22_35264096_35264647,208.9039794,+
TEP1,chr12_76450988_76487509,208.6401481,+
PCBP2,chr12_53462567_53465931,208.6137702,+
CCAR1,chr3_121770574_121781742,208.4441571,+
LSM7,chr14_69767251_69768137,208.3825032,+
ZRANB2,chr3_113724092_113745941,208.3427604,+
RALY,chr20_34073635_34075873,208.3308898,+
RBM17,chr19_38264998_38287875,208.1648981,-
DLC1,chr12_9656697_9656920,208.1544583,+
RALY,chr17_21198840_21210935,208.120148,+
G3BP1,chr6_34878720_34879966,208.1134035,+
RBM8A,chr1_62437400_62439798,208.0075499,+
LSM5,chr15_41371684_41375711,207.9392487,+
HDLBP,chr5_7870923_7875257,207.8580449,+
CARHSP1,chr18_11886621_11886916,207.8502272,+
PCBP2,chr11_884169_899339,207.7745627,+
TEP1,chr21_37084331_37087246,207.6905834,+
UNKL,chr10_30337031_30340225,207.688512,-
ZFP36,chr19_58315036_58325274,207.6391984,+
SF3B4,chr2_215391814_215392930,207.6280012,+
HNRNPA0,chr14_94581490_94587345,207.5543495,+
EIF4B,chr12_31298224_31326023,207.5110273,+
PPIL4,chr2_203402734_203416907,207.3718522,+
GRSF1,chr18_22929437_22936753,207.3229412,+
HNRNPA1L2,chr7_44058280_44058431,207.2927263,+
TIAL1,chr10_37169006_37169529,207.2064517,-
U2AF1L4,chr6_125248383_125257097,207.1871214,+
TRA2A,chr7_5741815_5752845,207.1855053,+
MBNL2,chr6_30642247_30645894,207.0630017,+
EWSR1,chr1_224967583_224968758,206.9317923,+
ZC3H4,chr17_39282855_39285477,206.9272873,+
SPEN,chr14_69770042_69770466,206.8837563,-
LSM7,chr1_161157693_161158411,206.8807587,+
RBM39,chr22_35263874_35264647,206.7465791,+
RBMXL1,chr8_73978861_73981154,206.6991174,+
KRR1,chr4_184638468_184649394,206.6531199,+
HNRNPA0,chr6_159790639_159790939,206.5974839,+
PRPF3,chr8_143581328_143586728,206.5431631,+
SNRPC,chr4_153204560_153270337,206.5276375,+
TARDBP,chr10_68338642_68339139,206.5069135,+
HNRNPM,chr12_101634605_101636671,206.4340613,+
SYNCRIP,chr6_85641451_85642796,206.3806181,+
ZFP36L2,chr19_11041560_11058257,206.3333019,+
G3BP1,chr11_57426352_57426587,206.3031776,+
HNRNPA3,chr3_37174605_37175817,206.1562933,+
SNRPE,chr1_172551626_172555868,206.0194254,+
ZFP36,chr12_124911971_124912427,205.9882759,-
EWSR1,chr22_29288786_29291564,205.4821671,+
SNRPE,chr1_172551626_172555868,205.347371,+
PPFIBP1,chr15_64075537_64088686,205.3353964,-
PSPC1,chr11_17286713_17295323,205.1791521,-
SAMD8,chr2_227340380_227347225,205.1537653,+
RBM34,chr11_77821241_77841018,205.0376309,+
KIN,chr10_89010600_89010752,204.8353218,+
RC3H2,chr10_102377140_102379283,204.7909739,+
EIF4H,chr11_57791673_57794009,204.677381,+
YTHDF2,chr2_85398152_85399135,204.5529718,-
MBNL1,chr1_168004793_168022987,204.5181365,+
KIN,chr15_49631058_49632158,204.0925721,+
SLTM,chr1_23971623_23971849,203.9931493,+
RBM47,chr1_207767823_207770320,203.9907872,+
SAMD5,chr1_46688544_46689586,203.8491797,+
APTX,chr10_75217991_75219062,203.8415408,+
CSDE1,chr12_10704148_10713210,203.7344933,+
RRP7A,chr1_154966077_154966161,203.385996,+
PPP1R9A,chr5_170805853_170811955,203.0850994,-
NCL,chr10_68337333_68338502,203.0683221,+
RNPS1,chr1_51309430_51311253,202.9661683,+
HNRNPR,chr8_140701022_140706118,202.9486874,+
EIF4B,chr12_76450988_76459858,202.3488674,+
ANKS4B,chr12_45961322_45961699,202.3403783,+
HNRNPH1,chr5_75354697_75355055,202.3049334,+
ZC3H15,chr12_53467843_53468776,202.2143252,+
ESRP1,chr5_151772036_151786602,202.1711571,-
TRA2B,chr1_112703806_112707077,202.1295873,+
SAMD5,chr2_222924595_222928861,201.9165184,+
SASH1,chr18_23473483_23474947,201.8575934,+
ANKS4B,chr1_155137722_155137978,201.8518578,+
ZRANB2,chr11_62633514_62634820,201.7591924,+
LARP1B,chr6_17507312_17539268,201.7444335,+
ZC3HAV1,chr5_43123310_43139164,201.6702726,+
ZFR,chr9_33347117_33351559,201.651664,+
ANKHD1,chr1_168004793_168043024,201.6405587,+
PUM1,chr1_6785575_6825091,201.6104749,+
NCBP2,chr6_41789336_41789530,201.5259675,+
EIF3G,chr2_201640924_201642608,201.2963471,+
HNRNPR,chr18_34977079_35005491,201.2139044,+
RBMX,chr12_49742115_49752463,201.0887734,+
DKC1,chr1_225783368_225789258,201.0341272,-
HNRNPH3,chr14_35402534_35402770,200.9998691,-
UNKL,chr10_124760503_124765391,200.9437575,+
RBM18,chr4_77610694_77610987,200.9176607,+
LSM3,chr12_53295639_53297849,200.7554983,-
ZC3H4,chr15_79967692_79970699,200.6135721,-
ZCCHC17,chr14_21211563_21211809,200.573692,+
MCM3AP,chr3_138188530_138209816,200.4775683,+
LSM3,chr14_73148094_73170796,200.2624217,+
FXR1,chr14_73922206_73923394,200.2107103,+
EIF3G,chr1_36140166_36149091,200.169407,+
NCL,chr22_40552367_40594673,200.16798,+
PUF60,chr11_502181_507112,200.1268394,+
HNRNPF,chr6_36600276_36601151,199.9967985,-
POLR2G,chr13_108286859_108303252,199.9484293,+
RNPS1,chr20_38421098_38426418,199.9467759,+
RBM39,chr13_113178008_113178173,199.944394,+
SYNCRIP,chr2_152716126_152717355,199.8881088,+
LSM5,chr2_111429620_111494884,199.8713195,+
MBNL2,chr6_112254291_112254441,199.806805,+
