"RBP","AS_Site","Contribution","Direction"
"RBM5","chr3_50104308_50105076",14312.5809367643,"+"
"GTF3A","chr13_27432804_27434138",14241.0546907408,"+"
"NOL8","chr9_92321746_92323440",14170.1759851055,"+"
"EEF1G","chr11_62567528_62570964",14150.4450329955,"+"
"SRRT","chr7_100882241_100884069",14147.7372132605,"+"
"SYNCRIP","chr6_85641451_85642796",14112.0368241756,"+"
"EIF4H","chr7_74189918_74194740",14099.4287437836,"+"
"ZNF638","chr2_71350271_71355718",14048.2149291172,"+"
"TRMT1","chr19_13112817_13112895",13979.3253242318,"+"
"EEF1G","chr11_62560454_62566805",13958.4730269696,"+"
"SCML4","chr6_107746889_107749683",13955.9268018092,"+"
"ZC3H13","chr13_46045513_46052403",13768.8181755582,"+"
"POLR2G","chr11_62761904_62762866",13607.3354950354,"+"
"SNRPB2","chr20_16730164_16731667",13579.9685419636,"+"
"TROVE2","chr1_193069634_193075819",13571.0276777939,"+"
"NOL8","chr9_92321746_92323440",13413.0134835476,"+"
"GTF3A","chr13_27430621_27432730",13290.8683157527,"+"
"RBM17","chr10_6112361_6113507",13284.7059188516,"+"
"SAFB2","chr19_5610688_5611119",13197.6370890765,"+"
"NOL8","chr9_92324209_92325305",13160.6408436419,"+"
"RBM23","chr14_22905453_22905605",13129.0429988352,"+"
"POLDIP3","chr22_42602056_42602769",12922.4578216659,"+"
"SNRPG","chr2_70288192_70289349",12902.853414063,"+"
"U2AF1L4","chr19_35745187_35745347",12890.6196747881,"+"
"EIF4H","chr7_74189918_74194740",12887.6162765208,"+"
"SNRPC","chr6_34757551_34757911",12868.6024911397,"+"
"TIA1","chr2_70216499_70216885",12853.986489528,"+"
"RBM27","chr5_146251875_146254942",12706.0278628166,"+"
"RBM5","chr3_50103166_50104247",12685.4477664308,"+"
"FUS","chr16_31184390_31184938",12649.0296835004,"-"
"SAMD9L","chr7_93147146_93148193",12555.9886304752,"+"
"RBM27","chr5_146237432_146251710",12512.3986734893,"+"
"TIA1","chr2_70227822_70229058",12483.888341831,"+"
"SNRNP70","chr19_49101471_49104633",12439.9387744762,"+"
"SFPQ","chr1_35178036_35187000",12437.8762663294,"+"
"POLDIP3","chr22_42599793_42601969",12373.515538075,"+"
"TIA1","chr2_70227822_70229058",12367.3485280529,"+"
"SRRM1","chr1_24655129_24660718",12298.2105254075,"+"
"PUM1","chr1_30966278_30967166",12250.5716640041,"+"
"YTHDC2","chr5_113515362_113532878",12187.7328916729,"+"
"PRPF3","chr1_150328466_150332683",12161.6200510992,"+"
"SRRM2","chr16_2752846_2756333",12127.4733113944,"+"
"SFPQ","chr1_35184593_35187000",12108.761969252,"+"
"HNRNPM","chr19_8474244_8483157",12070.0350380442,"+"
"SPEN","chr1_15873136_15876201",12058.3984992845,"+"
"CPSF6","chr12_69260197_69262372",12011.2525793019,"+"
"RBM23","chr14_22905659_22906194",11986.6203064024,"+"
"RBMXL1","chr1_88969467_88992584",11973.2733816199,"+"
"SRRM2","chr16_2752846_2756333",11962.5735629051,"+"
"RBMS1","chr2_160367391_160493288",11912.5727244401,"+"
"RBMXL1","chr1_88969467_88992584",11902.830755504,"+"
"SAMHD1","chr20_36917049_36919363",11874.6876382372,"+"
"SRRM2","chr16_2768261_2768996",11848.0701294088,"+"
"FXR1","chr3_180970358_180976121",11844.0990239914,"+"
"PHC3","chr3_170178938_170181701",11727.1237685341,"+"
"SLTM","chr15_58898852_58899468",11712.9391374864,"+"
"PRPF3","chr1_150325881_150328319",11708.8946208521,"+"
"YTHDC2","chr5_113515362_113532878",11702.5480431987,"+"
"HELZ","chr17_67149985_67151045",11698.828210134,"+"
"SCML4","chr6_107772386_107824125",11592.2281815726,"+"
"RBM6","chr3_49962685_49967469",11539.8610625416,"+"
"PPIE","chr1_39738931_39740164",11503.1529799968,"+"
"FXR1","chr3_180970358_180976121",11453.7411233197,"+"
"PRPF3","chr1_150325881_150328319",11404.2529443129,"+"
"HNRNPM","chr19_8483211_8485602",11371.211993368,"+"
"ZC3H13","chr13_46045516_46052697",11292.5232915138,"+"
"RBM25","chr14_73099750_73103191",11265.8029072307,"+"
"PSPC1","chr13_19677823_19730238",11262.3690582717,"+"
"HELZ","chr17_67160362_67160896",11241.1895092329,"+"
"RBM7","chr11_114402915_114405705",11216.653774392,"+"
"ZNF638","chr2_71331875_71355718",11172.3162679925,"+"
"ARAP2","chr4_36212487_36213242",11162.2331731067,"+"
"SRRM1","chr1_24660799_24661309",11129.505956841,"+"
"ARAP2","chr4_36160290_36160458",11126.2990650436,"+"
"ZNF638","chr2_71331865_71355718",11111.8748749027,"+"
"SF1","chr11_64770408_64773429",11084.9101567864,"+"
"SF1","chr11_64767251_64767570",11080.2334386994,"+"
"TRA2A","chr7_23521840_23531788",11076.028706258,"+"
"PUM1","chr1_30945483_30950126",11052.0847941501,"+"
"SNRPG","chr2_70289372_70293617",11024.6733557829,"+"
"ZRANB2","chr1_71065137_71066775",11001.3341766179,"+"
"SAFB","chr19_5667164_5667346",10989.8588928774,"+"
"SF1","chr11_64767251_64767570",10983.4383187064,"+"
"SAMD3","chr6_130184623_130209494",10967.3806238044,"+"
"ARAP2","chr4_36159505_36160458",10953.2117495795,"+"
"SF1","chr11_64773505_64776497",10938.0973741601,"+"
"TIA1","chr2_70228462_70229058",10912.6855472484,"+"
"RBM23","chr14_22906368_22909482",10860.3642529303,"+"
"TIA1","chr2_70227822_70228343",10795.9445791274,"+"
"PHC3","chr3_170136665_170145422",10768.0203288255,"+"
"U2AF1","chr21_6487412_6493043",10677.34604512,"+"
"LARP7","chr4_112637239_112644667",10666.2723404214,"+"
"PUM1","chr1_30980163_30981311",10660.6630664556,"+"
"ZC3H11A","chr1_203795794_203801574",10627.3241723068,"+"
"ZC3H13","chr13_46045513_46052403",10601.5790826666,"+"
"TROVE2","chr1_193059776_193075819",10533.12705978,"+"
"YTHDC2","chr5_113526785_113532878",10522.4930953246,"+"
"SGMS1","chr10_50344345_50433475",10471.4207484332,"+"
"RFTN1","chr3_16303592_16323098",10424.9342098996,"+"
"ASCC1","chr10_72216138_72220053",10380.0752717054,"+"
"SF1","chr11_64765518_64766899",10308.206885563,"+"
"RBM23","chr14_22906368_22909482",10286.8793857415,"+"
"TROVE2","chr1_193059776_193069033",10277.8479213085,"+"
"ASCC1","chr10_72220379_72223887",10241.0734469367,"-"
"RBM23","chr14_22906368_22908332",10230.6726041713,"+"
"RBM23","chr14_22908380_22909482",10218.9097387751,"+"
"YTHDC2","chr5_113515362_113524980",10218.3509221574,"+"
"SLTM","chr15_58899937_58901259",10216.9925102354,"+"
"SRRM1","chr1_24662804_24663182",10184.489625519,"+"
"ANKRD17","chr4_73140283_73141740",10111.4400269805,"+"
"SAMD11","chr1_944800_945056",10107.0437037685,"+"
"ZC3H11A","chr1_203795794_203801574",10101.9247739356,"+"
"PUM1","chr1_30945483_30950132",10101.3349998698,"+"
"SCML4","chr6_107749813_107772171",10091.8294099915,"+"
"RBM4","chr11_66638893_66639699",10022.5306828316,"+"
"ZNF638","chr2_71331865_71348752",10012.0354473342,"+"
"SRRM1","chr1_24663224_24666814",9954.90926166392,"+"
"ZC3H13","chr13_46045513_46052697",9942.62366290119,"+"
"HDLBP","chr2_241268541_241315569",9919.628326887,"+"
"ZNF638","chr2_71331865_71348752",9883.22279908721,"+"
"PSPC1","chr13_19709599_19730238",9866.09251829528,"+"
"ZC3H11A","chr1_203796496_203801574",9849.53755936108,"+"
"LSM7","chr19_2324196_2328386",9834.76008959644,"+"
"ZC3H14","chr14_88603060_88607242",9831.2664938524,"+"
"U2AF1L4","chr19_35745212_35745347",9813.50201897919,"+"
"NOL8","chr9_92321746_92323235",9808.00902778075,"+"
"RFTN1","chr3_16303592_16322396",9774.34800231699,"+"
"SAFB","chr19_5657347_5661517",9773.36542911391,"+"
"CPSF7","chr11_61416519_61419948",9733.46611155172,"+"
"ANKRD17","chr4_73135265_73139530",9722.9672956614,"+"
"APTX","chr9_32988129_32989758",9719.42970030672,"+"
"PUM1","chr1_30966197_30967166",9710.94861878476,"+"
"TRNAU1AP","chr1_28560732_28561345",9700.8051255853,"+"
"LARP7","chr4_112637603_112644667",9677.58319501553,"+"
"NOL8","chr9_92323351_92323440",9644.62549549115,"+"
"ZNF638","chr2_71331875_71348752",9603.26864129798,"+"
"RBMXL1","chr1_88969467_88988251",9585.70043090078,"+"
"ZRANB2","chr1_71065752_71066775",9584.59339562307,"+"
"ZC3H14","chr14_88609403_88609711",9569.77339479685,"+"
"RBMXL1","chr1_88969467_88988251",9550.97585715828,"+"
"CCAR1","chr10_68755536_68757293",9504.25166078257,"+"
"RBM23","chr14_22905453_22906194",9484.51076403817,"+"
"RBM14","chr11_66617057_66624213",9469.31510873265,"+"
"PARP12","chr7_140057153_140057898",9441.96154736164,"+"
"ANKRD17","chr4_73135265_73141740",9434.15892431825,"+"
"PRPF3","chr1_150325881_150327556",9405.87121599042,"+"
"RRP7A","chr22_42514779_42515150",9382.77187922998,"+"
"RBM23","chr14_22905453_22906194",9371.39745807362,"+"
"RBM6","chr3_49975392_49999439",9303.15936693598,"+"
"SAMD3","chr6_130216616_130222693",9277.42431268098,"+"
"NOL8","chr9_92324209_92325317",9254.46301643207,"+"
"PUM1","chr1_30980166_30981311",9233.45940622801,"+"
"ACIN1","chr14_23081836_23089981",9222.19474851573,"+"
"CCAR1","chr10_68755536_68757293",9221.93637957779,"+"
"FXR1","chr3_180975404_180976121",9217.90372167093,"+"
"ARAP1","chr11_72714321_72721849",9202.60612634544,"+"
"SRRM1","chr1_24662804_24666814",9182.07607589818,"+"
"ZMAT5","chr22_29748571_29766871",9167.75115427324,"+"
"PRPF3","chr1_150327652_150328319",9135.64684700367,"+"
"ZRANB2","chr1_71065137_71066775",9124.28452788208,"+"
"ZC3H11A","chr1_203795794_203796292",9121.02364005047,"+"
"SAFB","chr19_5648043_5649925",9120.96778624161,"+"
"PUM2","chr2_20256170_20258236",9116.05573359986,"+"
"ZC3H13","chr13_46045513_46052697",9010.37956792148,"+"
"HNRNPA1","chr12_54282874_54283811",8996.5481772593,"-"
"ZGPAT","chr20_63708188_63708552",8992.93925204733,"+"
"ZC3H14","chr14_88596808_88601923",8975.42108860894,"+"
"HDLBP","chr2_241268541_241315101",8972.25201644559,"+"
"SLTM","chr15_58899883_58901259",8966.10941107783,"+"
"RBMS1","chr2_160285044_160286968",8901.22815007699,"+"
"RBM25","chr14_73099750_73100300",8883.94640414938,"+"
"HELZ","chr17_67160365_67160896",8875.40532351182,"+"
"RRP7A","chr22_42514779_42576980",8836.9290416551,"-"
"ANKHD1","chr5_140497278_140504820",8755.59670663218,"+"
"SAFB","chr19_5648043_5649925",8754.82380538294,"+"
"FXR1","chr3_180970358_180975312",8725.67912058821,"+"
"RBM27","chr5_146237432_146254942",8711.96161484911,"+"
"PARP12","chr7_140057773_140057898",8705.88592613635,"+"
"SYNCRIP","chr6_85640564_85642796",8690.44690576845,"+"
"U2AF1","chr21_43095743_43100452",8675.95452812524,"+"
"SNRNP70","chr19_49107712_49107794",8658.73624372987,"+"
"SRRT","chr7_100887859_100888053",8657.5620200144,"+"
"RBM27","chr5_146237432_146254942",8654.77286246701,"+"
"ZNF638","chr2_71331875_71348752",8652.99856588374,"+"
"THUMPD3","chr3_9363332_9365015",8652.77083802551,"+"
"SAMD9L","chr7_93146040_93146882",8641.52722597039,"+"
"ZC3H14","chr14_88609403_88609714",8616.34161384524,"+"
"ANKRD17","chr4_73135265_73141740",8604.94304723734,"+"
"HNRNPA1","chr12_54282874_54283811",8546.13495818799,"-"
"RBM7","chr11_114402915_114405708",8514.34781702988,"+"
"TRNAU1AP","chr1_28561260_28561345",8504.08315254123,"+"
"HNRNPH1","chr5_179616958_179617513",8490.34918835904,"-"
"SAFB","chr19_5657347_5661520",8485.59142486691,"+"
"POLDIP3","chr22_42599793_42602769",8445.85682875958,"+"
"PSPC1","chr13_19674984_19677723",8415.71888456245,"+"
"U2AF1","chr21_6492197_6493043",8391.92352989261,"+"
"HNRNPH1","chr5_179616958_179617513",8386.22791715565,"-"
"RBM4","chr11_66617057_66624213",8356.23883811008,"-"
"RBM5","chr3_50100051_50103082",8351.13522413266,"+"
"RBM42","chr19_35631405_35632935",8342.50822732147,"+"
"SCML4","chr6_107749813_107824125",8332.65680610547,"+"
"SLTM","chr15_58898852_58901259",8261.46453325966,"+"
"POLDIP3","chr22_42599793_42602769",8257.98087951784,"+"
"HNRNPAB","chr5_178209447_178210552",8221.18048830673,"+"
"SRRM1","chr1_24662804_24666814",8202.5788174913,"+"
"ASCC1","chr10_72213331_72216206",8189.89391307493,"+"
"TRMT1","chr19_13112817_13112908",8183.74852394278,"+"
"U2AF1L4","chr19_35743345_35743808",8158.2996425472,"+"
"TRA2B","chr3_185926734_185937824",8153.07291380699,"+"
"RBM5","chr3_50100051_50100531",8112.57539067186,"+"
"ZC3H14","chr14_88596808_88607242",8089.80363482075,"+"
"TRA2B","chr3_185926734_185937824",8088.7467124976,"+"
"ANKHD1","chr5_140487060_140496519",8076.2021168645,"+"
"SPEN","chr1_15874395_15876201",8057.60621156888,"+"
"RBM42","chr19_35631405_35633097",8045.84805809696,"+"
"SAMD11","chr1_944800_945041",8043.33082120178,"+"
"APTX","chr9_32988124_32989758",8036.93929429724,"+"
"SRRT","chr7_100885040_100885212",8025.20392415434,"+"
"PCBP2","chr12_53467843_53468776",8010.77965049618,"+"
"TIA1","chr2_70216499_70216752",7991.43437169792,"+"
"HDLBP","chr4_127921963_127930682",7987.73897732899,"-"
"HNRNPH3","chr10_68337333_68338502",7980.88448977329,"+"
"CPSF7","chr11_61416519_61419921",7962.86805813543,"+"
"ZC3H14","chr14_88596808_88607242",7911.97746718109,"+"
"ZMAT5","chr22_29748571_29766948",7877.66074567301,"+"
"PUF60","chr8_143824399_143829279",7826.21856567734,"+"
"HNRNPH3","chr10_68337333_68338502",7771.64347608156,"+"
"RBMS1","chr2_160282304_160284774",7767.41177413123,"+"
"HELZ","chr17_67149985_67151044",7745.10434738226,"+"
"RBM4","chr11_66617057_66639699",7731.24514281899,"+"
"PCBP2","chr12_53467293_53468776",7716.27133913081,"+"
"NAA38","chr17_7856843_7857014",7713.83305980687,"+"
"LSM7","chr19_2324192_2328386",7705.02735723796,"+"
"HNRNPD","chr4_82355401_82356536",7662.21347901824,"+"
"RBMXL1","chr1_88984066_88988251",7658.42478967461,"+"
"HNRNPD","chr4_82356683_82356795",7629.81184190089,"+"
"SRRM2","chr16_2752854_2756333",7592.07753929355,"+"
"U2AF1L4","chr19_35742803_35743154",7576.87177273618,"+"
"HNRNPD","chr4_82355401_82356795",7570.51854253164,"+"
"SCML4","chr6_107720993_107744948",7515.65228204843,"+"
"RBMS1","chr2_160285044_160286977",7514.68334541052,"+"
"SAFB","chr19_5667164_5667352",7493.43129611657,"+"
"SGMS1","chr10_50344345_50418063",7486.80026913188,"+"
"SRRT","chr7_100885040_100885215",7482.45501824349,"+"
"HNRNPC","chr14_21211566_21211809",7445.44735768949,"+"
"HNRNPAB","chr5_178210272_178210552",7363.10648864885,"+"
"RBM5","chr3_50100051_50103082",7357.64328918341,"+"
"ZRANB2","chr1_71065137_71065677",7306.11042049283,"+"
"HNRNPAB","chr5_178209447_178210552",7296.79052039416,"+"
"RBM6","chr3_49975392_50048244",7286.77846722559,"+"
"ZFP36","chr19_53538296_53539215",7257.41670040778,"-"
"SRRM1","chr1_24655123_24660718",7251.92174470062,"+"
"CPSF6","chr12_69257905_69258034",7225.01565613724,"+"
"HNRNPD","chr4_82355401_82356795",7207.7681788077,"+"
"SRRM1","chr1_24660799_24661312",7183.65629485178,"+"
"SCML4","chr6_107749303_107749683",7147.35110631845,"+"
"RBMS1","chr2_160281364_160282256",7131.3205663513,"+"
"SNRPC","chr6_34757551_34762594",7091.3959984699,"+"
"RBMXL1","chr1_88988351_88992584",7068.47273501063,"+"
"PUF60","chr8_143821913_143829279",7046.831011707,"+"
"RRP7A","chr22_42514779_42576980",7037.60044209273,"+"
"U2AF1","chr21_6492197_6495992",7036.18178048424,"+"
"SCML4","chr6_107720993_107731973",7034.6559962616,"+"
"PABPC1","chr8_100717888_100718182",7011.17280339155,"-"
"ANKHD1","chr5_140464776_140482579",7006.45597720148,"+"
"RBM6","chr3_49999513_50048244",6951.27600084259,"+"
"CPSF6","chr12_69258145_69258589",6940.01120579574,"+"
"HNRNPAB","chr5_178209447_178210131",6871.11968440489,"+"
"RBM5","chr3_50100605_50103082",6869.5778928181,"+"
"ANKHD1","chr5_140464776_140472238",6866.36432996577,"+"
"ANKHD1","chr5_140472295_140482579",6865.11359680491,"+"
"SFPQ","chr1_35178036_35187000",6856.45442663954,"+"
"ASCC1","chr10_72213331_72215781",6825.86871726385,"+"
"RBM5","chr3_50103166_50105076",6775.35535310252,"+"
"PCBP2","chr12_53467293_53468776",6711.05895593313,"+"
"FUBP1","chr1_77967101_77967626",6702.76987962677,"+"
"IREB2","chr4_90745708_90838493",6693.16816736532,"-"
"U2AF1","chr21_6492197_6495992",6675.05368340431,"+"
"PSPC1","chr13_19675653_19677723",6674.22992204581,"+"
"SLTM","chr15_58898852_58901259",6648.57446940724,"+"
"SAMD9L","chr7_93146040_93148193",6630.31840214563,"+"
"U2AF1","chr21_6492197_6493043",6625.53421699614,"+"
"RBM6","chr3_49962685_50048244",6622.80850841017,"+"
"CPSF6","chr12_69260197_69262369",6616.07627694924,"+"
"SAFB2","chr19_5610688_5612539",6601.1031372961,"+"
"PCBP2","chr12_53467843_53468779",6577.10092036861,"+"
"ANKHD1","chr5_140464776_140482579",6535.54961953211,"+"
"SSB","chr2_169824640_169824781",6533.89153779042,"+"
"SCML4","chr6_107749813_107824125",6533.04452097926,"+"
"RBM6","chr3_49962685_50048244",6513.87234730586,"+"
"PRPF3","chr1_150330498_150332683",6506.43915626487,"+"
"RBM17","chr10_6113068_6113507",6473.43272953814,"+"
"RBM5","chr3_50103166_50105076",6468.95661610075,"+"
"ZC3HAV1","chr7_139080780_139083779",6427.82871098457,"+"
"ANKHD1","chr5_140487060_140504820",6400.2251638065,"+"
"SAMD9L","chr7_93146040_93147087",6388.16095637952,"+"
"RFTN1","chr3_16303592_16337111",6336.13528244015,"-"
"U2AF1","chr21_43100519_43104314",6308.12677910917,"+"
"TROVE2","chr1_193059776_193075819",6282.41269415886,"+"
"ZGPAT","chr20_63708118_63708552",6242.1667105727,"+"
"SRRT","chr16_21476812_21519827",6205.64325764008,"-"
"SAMD3","chr6_130221775_130222693",6201.8403833548,"+"
"ZNF638","chr2_71331875_71355718",6196.04987611481,"+"
"ANKHD1-EIF4EBP3","chr5_140487060_140496519",6192.30254286709,"+"
"SNRPG","chr2_70288192_70293617",6164.98753445302,"+"
"TIA1","chr2_70214491_70215370",6164.45914100246,"+"
"SNRPG","chr2_70288192_70293617",6142.23564556197,"+"
"RPS3","chr11_75402446_75404019",6139.27207852461,"+"
"LARP7","chr4_112644768_112646350",6132.79578983127,"+"
"ASCC1","chr10_72216072_72230365",6095.36985830968,"+"
"MCM3AP","chr1_236542787_236542914",6092.33617963876,"-"
"SRRM1","chr1_24646789_24647078",6075.73697960332,"+"
"RPS3","chr4_26320815_26386352",6043.85312306595,"-"
"ACIN1","chr14_23090101_23090521",6023.9677070063,"+"
"PHC3","chr3_170178938_170181686",6016.06501596074,"+"
"RBM6","chr3_50061547_50061961",5944.68902466383,"+"
"SAMD9L","chr7_93146040_93148193",5881.52604388753,"+"
"PCBP2","chr12_53441800_53442694",5880.6171482451,"-"
"HNRNPH2","chr3_143021382_143021472",5877.08359082851,"-"
"ZC3H13","chr13_46045516_46052697",5859.24555392495,"+"
"SAFB2","chr19_5610688_5612539",5814.67708109606,"+"
"NCBP2","chr3_196939432_196942369",5803.68982509589,"+"
"ZNF638","chr2_71331865_71355718",5758.06606282282,"+"
"RBMS1","chr2_160367391_160407463",5740.79955182869,"+"
"LSM1","chr8_38163840_38171964",5727.3948500069,"+"
"G3BP2","chr8_29047453_29048956",5714.66368669054,"-"
"HNRNPK","chr1_93127299_93133702",5706.67300563414,"-"
"RPS3","chr11_8684081_8684717",5678.03809626805,"+"
"PCBP2","chr12_53464852_53465931",5675.49046231356,"+"
"HNRNPM","chr19_8474244_8485602",5668.24133748348,"+"
"PPP1R10","chr10_70161931_70162689",5663.35992633979,"-"
"ANKHD1-EIF4EBP3","chr5_140497278_140504820",5627.00165512703,"+"
"SYNCRIP","chr6_85640564_85642796",5625.67986650065,"+"
"RBM25","chr14_73100362_73103191",5616.63001654398,"+"
"PCBP2","chr12_53467843_53468776",5614.08841655691,"+"
"SUPT6H","chr17_28662342_28670571",5571.85145641366,"+"
"GTF3A","chr13_27427192_27429171",5553.31694471627,"-"
"RBM12","chr20_35626800_35627279",5538.6995354928,"-"
"ZFP36","chr5_40681860_40685391",5537.58030522479,"-"
"SAMD9L","chr5_71626753_71632120",5482.41792317888,"-"
"TIAL1","chr10_119582557_119588151",5469.55586417871,"+"
"LSM1","chr8_38163840_38171964",5441.07201987514,"+"
"SRRM2","chr16_2768261_2768504",5425.1901073546,"+"
"RFTN1","chr3_16303592_16319460",5419.54686468486,"-"
"PTBP1","chr19_805187_805491",5413.07515627113,"+"
"ZFP36L2","chr17_5404246_5405056",5407.90972744521,"-"
"PARP14","chr21_41426263_41427754",5405.67458648696,"-"
"FUS","chr2_131132991_131140169",5387.13002407161,"-"
"RPS3","chr11_75401733_75402351",5383.57610896757,"+"
"PABPC1","chr8_100713181_100715470",5361.15212375603,"-"
"YTHDF2","chr4_81448284_81456650",5358.66441968818,"-"
"ANKHD1-EIF4EBP3","chr5_140464776_140472238",5340.19720507298,"+"
"PTBP1","chr19_805569_806407",5317.2831162417,"+"
"SAMSN1","chr10_35196099_35206894",5302.6460573344,"-"
"PUF60","chr8_143824396_143829279",5301.12920762373,"+"
"POLR2G","chr19_49101471_49104633",5300.90249784181,"-"
"PPIL4","chr2_85694470_85695319",5289.74243612907,"-"
"SNRPB","chr6_135492291_135497582",5289.23873580002,"-"
"PTBP1","chr1_30741716_30742455",5281.95240499961,"-"
"ZC3H12A","chr1_37474629_37475458",5274.69258590499,"+"
"YBX1","chr22_40364365_40366435",5274.50119505629,"-"
"TIPARP","chr13_99255906_99258153",5264.18865363374,"-"
"SFPQ","chr4_102529914_102533847",5241.05752214336,"-"
"SRRM2","chr16_2752846_2757471",5239.40143564852,"-"
"SNRPB","chr12_14456634_14460494",5201.70909979097,"-"
"MKRN1","chr19_49866445_49867053",5177.16413507044,"-"
"HNRNPA2B1","chr5_146468403_146469543",5146.90236835167,"-"
"RBM39","chr9_97913558_97922417",5145.54876515539,"-"
"ANKHD1-EIF4EBP3","chr5_140464776_140482579",5133.16887097198,"+"
"HNRNPH1","chr6_31269525_31269965",5124.76102487887,"-"
"ANKHD1-EIF4EBP3","chr5_140472295_140482579",5110.14303118489,"+"
"LSM5","chr15_49019552_49027364",5064.23267157891,"-"
"SAMHD1","chr19_51372074_51372378",5058.60718898415,"+"
"ANKHD1","chr1_108696337_108697946",5050.35973217327,"-"
"RPS3","chr15_69453020_69453646",5044.33469707226,"+"
"ZFP36","chr6_32660249_32661346",5043.97093541321,"-"
"HNRNPM","chr19_8474244_8485602",5035.71147574017,"+"
"HNRNPH1","chr6_32518666_32519369",5033.38079973967,"+"
"SAMSN1","chr16_29566249_29569270",5030.47389733998,"-"
"RBM12","chr6_79201726_79202316",5015.145090459,"-"
"PABPC1","chr9_93111938_93112217",4990.79062258954,"-"
"U2AF1","chr5_70070751_70077018",4990.3763007405,"-"
"EEF1G","chr11_62560453_62566805",4960.43998548411,"-"
"HNRNPL","chr5_180793097_180803601",4957.31868194986,"-"
"SAMD3","chr6_130184620_130209494",4949.24311395583,"+"
"RBM39","chr1_151760899_151762104",4945.80533295447,"-"
"U2AF1","chr21_6493110_6495992",4941.14285042207,"+"
"PARP14","chr17_36486785_36492812",4939.44335983649,"-"
"ZFP36","chr2_156326207_156326717",4931.64325817809,"-"
"SNRNP70","chr19_49107712_49107821",4931.24410012257,"+"
"PCBP1","chr10_31461237_31495775",4930.0301519723,"-"
"THUMPD3","chr3_9363127_9365015",4922.07096556751,"+"
"RPS3","chr13_27254281_27255241",4882.99506693982,"+"
"SRRT","chr7_100887859_100888041",4882.4473814253,"+"
"GRSF1","chr5_93964523_94053125",4877.70808432919,"-"
"NAA38","chr17_7856843_7856984",4868.21545223695,"+"
"PHC3","chr3_170145521_170171372",4844.35869791035,"+"
"TRA2A","chr19_36215155_36228747",4839.91036142627,"-"
"MBNL1","chr3_152415111_152445281",4832.58684019355,"-"
"RPS3","chr6_31589176_31589525",4830.205321034,"-"
"HNRNPC","chr12_31298224_31323943",4825.93216515228,"-"
"ZFP36","chr2_102372118_102375906",4820.82627472742,"-"
"ZC3H13","chr14_65084299_65093707",4820.48007322689,"-"
"HNRNPC","chr12_14950724_14961536",4803.35924330234,"-"
"RFTN1","chr7_43648652_43648738",4803.21131530243,"-"
