"RBP","AS_Site","Contribution","Direction"
"HNRNPM","chr19_8474244_8485602",6811.61265138046,"+"
"RFTN1","chr3_16303592_16323098",6735.12505365039,"+"
"RBMXL1","chr21_37084331_37087246",6710.29611100216,"-"
"SFPQ","chr1_35178036_35187000",6676.59487783065,"+"
"FUBP1","chr1_77967101_77967626",6663.95232140748,"+"
"SSB","chr2_169799516_169800951",6621.40113793297,"+"
"SAMD9","chr2_37149023_37156907",6517.97802715494,"-"
"YTHDF2","chr3_49975392_50048244",6492.97247021452,"-"
"RALY","chr20_34073635_34075873",6458.66325405438,"+"
"RNPS1","chr17_35670898_35671753",6449.04578376393,"-"
"SNRPG","chr2_237994809_238025341",6271.42366213437,"-"
"SCML4","chr6_107749813_107824125",6261.55334170278,"+"
"DDHD2","chr2_71331875_71348752",6255.09671860696,"-"
"PHC3","chr3_170136665_170171372",6194.6367844072,"+"
"RFTN1","chr3_16303592_16322396",6185.74776924049,"+"
"HNRNPR","chr2_98663179_98675034",6166.92112198746,"-"
"HNRNPH1","chr5_179618323_179620891",6166.29097811374,"+"
"PHC3","chr3_170145521_170171372",6109.77929228511,"+"
"RBM12","chr20_35655344_35658929",6069.86989244004,"+"
"SF3A1","chr2_98663179_98663340",6067.80402363254,"-"
"ZFP36L2","chr1_25562978_25563069",6065.74912845908,"-"
"RNPC3","chr1_103533854_103534771",6016.3992028161,"+"
"G3BP2","chr5_180793097_180802679",6004.5222463002,"-"
"HNRNPH1","chr5_179623164_179623594",5920.8279387565,"+"
"RRP7A","chr22_42514779_42576980",5852.20688652476,"+"
"PHC3","chr3_170178938_170181686",5835.26264287459,"+"
"SAMSN1","chr2_191682017_191682491",5732.00456928012,"-"
"CIRBP","chr22_26663509_26665530",5578.6447979523,"-"
"HNRNPH1","chr15_101286293_101286907",5537.67709924697,"-"
"U2AF1","chr21_43095743_43101365",5530.57527973668,"+"
"PARP14","chr19_19635721_19636706",5446.70313802166,"-"
"HNRNPC","chr14_21211563_21211809",5443.04323416103,"-"
"SSB","chr2_175118369_175130137",5395.23104637159,"-"
"SASH3","chr6_125292909_125300537",5319.28626416436,"-"
"HNRNPA1","chr2_230327301_230357804",5281.23212568395,"-"
"ZNF638","chr2_71331875_71355718",5270.91410251719,"+"
"HNRNPA2B1","chr17_44322552_44322807",5247.76128567064,"-"
"CSDE1","chr3_185926734_185931576",5238.22709191192,"-"
"MBNL1","chr3_152300367_152301918",5235.66604818037,"+"
"RBM18","chr16_3068239_3068989",5227.36362437111,"-"
"LCP2","chr4_26321048_26362445",5206.10395347393,"-"
"RBM3","chr17_35313706_35323147",5197.4548719085,"-"
"SNRPD2","chr20_64076646_64079293",5196.45733612848,"-"
"ZFP36L2","chr3_16303592_16319460",5193.02348572153,"-"
"RNPC3","chr1_103533856_103534771",5176.91099263796,"+"
"HNRNPF","chr17_37579434_37584647",5162.8737951337,"-"
"PUF60","chr2_9418732_9419989",5145.32323740048,"-"
"RFTN1","chr3_16303592_16319460",5127.10121179827,"-"
"EIF3G","chr13_37023044_37024034",5110.01437142536,"-"
"EIF4B","chr1_7853120_7853306",5094.09927482904,"-"
"ZC3H15","chr2_203272748_203278572",5024.72929856767,"-"
"RNPC3","chr14_90397233_90400064",5013.41224427734,"-"
"MBNL1","chr3_152269092_152335110",4953.35123029526,"-"
"G3BP2","chr1_6041872_6072754",4950.32575903888,"-"
"SNRPB","chr12_124913039_124913723",4941.36679539795,"+"
"G3BP1","chr15_58899883_58901259",4935.25121420028,"-"
"EIF3G","chr22_20551166_20551435",4913.80426263319,"-"
"TIAL1","chr22_19441694_19447377",4902.72237686695,"-"
"RBMS1","chr15_74032715_74033155",4895.17503685619,"-"
"PSPC1","chr1_146988949_146989573",4879.50277545563,"-"
"HNRNPF","chr2_73927052_73938909",4865.12560908725,"-"
"RPS3","chr1_40040783_40059336",4855.19020302239,"-"
"SCML4","chr4_48089824_48095142",4843.55719410142,"-"
"YBX1","chr5_304221_314416",4829.14742456208,"-"
"SCML4","chr19_11577679_11578843",4817.74561609196,"-"
"RPS3","chr2_101004283_101005958",4774.10094140583,"+"
"RBM25","chr2_201160942_201162995",4752.47892263388,"-"
"MATR3","chr14_55601880_55612018",4750.71925200292,"-"
"RPS3","chr19_54200961_54201159",4734.59726987526,"-"
"HNRNPH1","chr5_179614959_179616125",4731.43041959716,"+"
"NCL","chr1_161038634_161038879",4688.20861501308,"-"
"SNRPN","chr16_29663080_29663694",4685.60276032105,"-"
"NONO","chr4_77776392_77819232",4684.76905997922,"-"
"SAMD3","chr1_154214574_154220341",4679.90962194496,"-"
"HNRNPA2B1","chr1_6785575_6825091",4642.25442623463,"-"
"PUM2","chr16_22444063_22451619",4639.99341813011,"-"
"SFPQ","chr14_91866625_91867261",4618.11291760608,"-"
"HNRNPF","chr20_57616468_57620261",4608.70930057452,"-"
"ACIN1","chr6_127314896_127316449",4604.78029915599,"-"
"HNRNPR","chr1_23341017_23344210",4596.86904801805,"+"
"UHMK1","chr1_7846766_7849639",4582.28124937845,"-"
"CIRBP","chr1_7852923_7853306",4576.79453713132,"-"
"HNRNPR","chr1_23341020_23344210",4572.62242287322,"+"
"POLR2G","chr2_95958785_95960472",4571.15029122336,"-"
"RBM25","chr17_37577613_37584647",4570.05401388323,"-"
"EPHA1","chr17_36211217_36211775",4564.95476782298,"-"
"RPS3","chr16_3065494_3065780",4533.39377509733,"-"
"RBM5","chr1_32627544_32633644",4527.65205022081,"-"
"RPS3","chr19_49491099_49491424",4519.21001491173,"+"
"GTF3A","chr2_231711419_231712442",4517.9236106119,"+"
"RBM8A","chr12_48671962_48679654",4503.13030313932,"-"
"SF3A1","chr12_46367340_46370775",4500.81546350811,"-"
"RBM8A","chr20_58652138_58667489",4487.29157722986,"-"
"HNRNPA2B1","chr12_53034724_53037408",4486.37273993941,"-"
"SAMSN1","chr19_11577679_11578843",4468.33084414477,"-"
"LCP2","chr2_68047319_68062944",4464.15859166111,"-"
"HNRNPR","chr16_2772102_2776992",4454.20903043942,"+"
"RBM3","chr4_4268615_4269428",4449.96215803945,"-"
"SAMSN1","chr19_35739769_35741023",4430.64916024677,"-"
"U2AF1","chr21_43101432_43104314",4416.00461413204,"+"
"SNRPG","chr2_237994809_238025341",4410.10628280269,"-"
"RBM8A","chr14_45247377_45253034",4398.60055994522,"-"
"PRPF3","chr12_9656649_9656920",4397.89575660749,"-"
"PPP1R10","chr17_77454363_77482143",4391.45762660416,"-"
"ACIN1","chr1_11748610_11750076",4390.76103937178,"-"
"ZFP36L1","chr5_146878195_146878700",4387.6269320042,"-"
"RALY","chr2_95904833_95910539",4372.77675889924,"+"
"RPS3","chr1_25562716_25563069",4360.52679956113,"-"
"CSDE1","chr2_159712661_159729008",4359.53162353802,"-"
"TARDBP","chr12_6461390_6462033",4345.4697702081,"-"
"SNRPG","chr5_112864732_112867371",4338.16663676968,"-"
"HNRNPH3","chr5_178618778_178623255",4319.36705074274,"-"
"PHC3","chr2_95918042_95919732",4318.98475315306,"-"
"HNRNPH2","chr21_43095743_43101365",4314.03657663146,"-"
"RBM8A","chr2_227325427_227332418",4307.45462746719,"-"
"HNRNPA1","chr12_54283234_54283811",4306.29903826383,"-"
"EWSR1","chr21_33230216_33241885",4300.29724825454,"-"
"TIA1","chr3_12604289_12606200",4300.04187244076,"-"
"PPIE","chr1_39738923_39740164",4291.55196285976,"+"
"RBM8A","chr1_145926883_145927017",4277.01577317445,"+"
"ZFR","chr2_73946906_73950584",4272.77670947133,"-"
"PUF60","chr14_91114994_91157638",4268.29041186529,"-"
"SNRPC","chr4_53428183_53442652",4257.44751467814,"-"
"MATR3","chr5_139293805_139314674",4248.67948185265,"+"
"LCP2","chr2_84838241_84839148",4235.99110459652,"-"
"HNRNPR","chr2_237994809_238025341",4235.60154246384,"-"
"THUMPD1","chr13_30461533_30462537",4218.98874462745,"+"
"RFTN1","chr2_44218537_44232315",4214.96724163332,"-"
"TNKS2","chr1_192575929_192576773",4210.22316192035,"+"
"EIF4B","chr12_53034724_53037408",4199.05748490465,"+"
"HNRNPA2B1","chr3_49674621_49675693",4198.5310199468,"-"
"HNRNPK","chr14_65093815_65102303",4197.21975072048,"-"
"HNRNPM","chr1_23109127_23168765",4190.97530362654,"-"
"SAMHD1","chr2_229859574_229860405",4183.10154693376,"-"
"SF3A1","chr1_24647208_24648858",4166.85832096755,"-"
"SNRPD1","chr2_230172959_230177537",4156.26726964982,"-"
"HELZ","chr1_158973771_158976700",4150.65800969883,"-"
"PCBP1","chr15_44715701_44716327",4147.66754910842,"+"
"ZFP36L2","chr22_50197588_50197826",4137.50392355847,"-"
"CIRBP","chr6_127719823_127807215",4133.5577523038,"-"
"ANKRD17","chr21_8393174_8437384",4132.93384172962,"-"
"ZFP36L2","chr22_38752665_38755762",4121.43044841361,"-"
"CIRBP","chr6_31532911_31534485",4119.87596264102,"-"
"HNRNPA1","chr19_42215252_42217631",4117.61843265149,"-"
"HELZ","chr4_77776392_77819303",4117.44495411279,"-"
"SNRPB","chr20_35280118_35284175",4116.749807594,"-"
"SAMD9L","chr19_19677986_19678725",4116.45324738837,"-"
"RBM39","chr3_48927813_48961611",4113.30997159846,"-"
"RBM4","chr1_160261358_160262448",4097.77935305701,"-"
"ZFP36L2","chr17_78131737_78132358",4096.90236329301,"-"
"MBNL2","chr2_97206135_97207810",4095.43067236151,"-"
"CPSF6","chr2_95958785_95960472",4095.0701464774,"-"
"RBM6","chr3_114693575_114801100",4093.82644617423,"-"
"PTBP1","chr1_24655123_24660718",4091.88701673524,"-"
"SASH3","chr22_26663398_26665530",4080.2071836493,"-"
"HNRNPA2B1","chr2_97164311_97167576",4079.50581415165,"-"
"RBM25","chr12_98537572_98546358",4077.46660025823,"-"
"HNRNPC","chr2_241268541_241315101",4071.6797615063,"-"
"HNRNPK","chr1_206905147_206909724",4056.6375858317,"-"
"ZFR","chr2_152677475_152679351",4055.39184225826,"-"
"SLTM","chr3_50350984_50351408",4053.78971214317,"-"
"EIF4B","chr2_55577356_55578246",4049.94238058095,"-"
"MSI2","chr16_22533836_22533950",4047.878013387,"+"
"EWSR1","chr5_146463793_146469543",4047.39453207798,"-"
"SNRPE","chr1_51730124_51745535",4027.33140440924,"-"
"NCL","chr14_91147858_91157638",4026.05172090886,"-"
"RNPS1","chr1_25243633_25245149",4025.41234211119,"-"
"HNRNPA2B1","chr1_116782601_116805604",4004.44596492591,"-"
"TTC14","chr3_50350984_50351342",4003.90472846754,"-"
"PUM2","chr14_91170201_91173288",4002.45956969526,"-"
"SNRPB","chr17_82019381_82019857",4000.11574136396,"-"
"NCBP2","chr5_178211970_178212972",3994.39029286401,"-"
"SUPT6H","chr2_174481987_174486872",3991.00130539885,"-"
"PPP1R10","chr19_19635569_19636706",3990.6135713809,"-"
"THUMPD1","chr3_49674621_49675693",3985.76194406078,"-"
"PABPC1","chr16_50742841_50749575",3971.92905234198,"-"
"PCBP1","chr3_30606977_30644746",3971.34482541925,"-"
"CIRBP","chr19_1273715_1274306",3967.20014355619,"+"
"RC3H1","chr2_112182018_112182790",3954.76782563277,"-"
"HNRNPR","chr5_96762372_96765223",3952.00863262124,"-"
"RBM3","chr15_48331479_48332267",3951.15351600308,"-"
"LCP2","chr2_230238381_230238760",3950.01218834219,"-"
"SAMD9L","chr3_167720273_167734805",3945.87344957929,"-"
"SF3A1","chr22_37226803_37227767",3945.48602726567,"+"
"SF1","chr5_39202987_39270568",3938.00304462127,"-"
"G3BP1","chr17_45404334_45404444",3928.52369924548,"-"
"NONO","chr6_29888672_29934217",3926.94197920417,"-"
"HNRNPK","chr2_160367391_160407463",3914.98686343453,"-"
"RPS3","chr17_68101959_68114421",3912.53102678712,"-"
"RBM3","chr17_7224069_7224320",3910.22020235048,"-"
"LCP2","chr4_82857764_82863317",3897.6466766124,"-"
"RPS3","chr22_39313310_39314106",3893.3772637904,"+"
"RBM5","chr1_32327458_32327535",3892.23217355766,"-"
"FUS","chr16_31185179_31188324",3891.32652789532,"+"
"HNRNPF","chr3_122621611_122632085",3886.2781027667,"-"
"SAMSN1","chr1_235829039_235830225",3880.78648997599,"-"
"SNRPB","chr17_81891841_81893551",3879.58034285532,"-"
"G3BP1","chr2_55577356_55578246",3868.71520878645,"-"
"SAMHD1","chr16_3068010_3068179",3865.44451962578,"-"
"RNPS1","chr1_160612580_160634612",3863.03959421928,"-"
"POLR2G","chr13_42919332_42926335",3860.64207296732,"-"
"SAMHD1","chr20_36917096_36919363",3858.81149408597,"+"
"SRRM2","chr14_20455338_20455577",3857.31533050188,"-"
"RRP7A","chr15_50346395_50354984",3856.94093794178,"-"
"SAMD3","chr1_11745837_11747439",3856.06385137545,"-"
"RBM6","chr5_113515362_113532878",3850.69961998599,"-"
"HNRNPH1","chr6_125292909_125298713",3850.07932499143,"-"
"HNRNPH2","chr17_82246039_82248874",3848.59045100565,"-"
"HNRNPF","chr22_45328063_45328309",3846.89609795964,"-"
"ZFP36L2","chr22_23700845_23705428",3846.61579530164,"-"
"NONO","chr1_2393355_2395783",3842.47091851728,"-"
"TRA2A","chr20_36614387_36615224",3839.82255741094,"-"
"EIF2S1","chr21_41426263_41427754",3838.30741452409,"-"
"G3BP2","chr17_10705527_10706437",3832.10648267784,"-"
"ZCRB1","chr22_45328063_45328309",3828.01629256085,"+"
"HNRNPH2","chr21_33230216_33241885",3823.82864710489,"-"
"TRA2B","chr19_18560550_18562035",3817.70452509964,"-"
"HNRNPR","chr12_62325933_62355330",3816.63954731954,"-"
"FUS","chr5_35876719_35877479",3814.2149344598,"-"
"SAMHD1","chr3_52246812_52246973",3811.04075894321,"-"
"EWSR1","chr17_82884936_82889667",3809.75961258854,"-"
"PPIE","chr1_203017919_203018480",3808.72769942216,"-"
"TRMT1","chr17_82449292_82450699",3805.96081441201,"-"
"LCP2","chr2_201160942_201162995",3797.47049384565,"-"
"POLR2G","chr4_88277243_88278143",3791.98339343413,"-"
"MATR3","chr1_207767195_207770320",3786.47379122047,"-"
"HNRNPH3","chr2_85327273_85327441",3785.85654016949,"-"
"NCL","chr2_74135658_74145188",3780.12746749074,"-"
"U2AF1","chr21_6487412_6492130",3776.54076869882,"-"
"MBNL1","chr16_208188_220648",3765.34666967179,"-"
"RPS3","chr22_39313310_39313633",3762.00253295774,"+"
"EWSR1","chr5_180793097_180803812",3761.48885309595,"-"
"YBX1","chr6_11213727_11305991",3758.40840239823,"-"
"HNRNPA1","chr16_635063_635280",3753.26552896465,"-"
"PUF60","chr6_32517752_32553375",3750.07237490548,"-"
"SNRPG","chr16_53492522_53492692",3748.25461081484,"-"
"SRRM1","chr17_37576418_37584647",3746.94759310239,"-"
"NONO","chr17_76091235_76094413",3746.16536638616,"-"
"HNRNPR","chr15_42457158_42466052",3745.86066972211,"-"
"HNRNPH3","chr3_49674621_49675182",3742.21417349663,"-"
"G3BP2","chr2_68782320_68807272",3741.78708785367,"-"
"SNRPB","chr2_105089069_105089410",3741.60994567157,"-"
"HNRNPF","chr21_43100519_43104314",3741.46163528588,"-"
"LARP1","chr16_29566249_29594886",3739.39719278728,"-"
"SF3A1","chr3_28241812_28263290",3738.13596746027,"-"
"SAMD9L","chr1_24655129_24660718",3734.92653861462,"-"
"TAF15","chr3_52700496_52704723",3734.60191970871,"-"
"HNRNPM","chr15_50309798_50354984",3733.43999850265,"-"
"SAMD3","chr1_91720227_91721954",3729.49783979081,"-"
"RBM8A","chr3_184323241_184323407",3727.79318674591,"-"
"G3BP1","chr2_97219246_97224808",3726.64937207396,"-"
"PABPC3","chr12_6602154_6602375",3724.85332303802,"-"
"RBM3","chr1_26362022_26363025",3724.47008511802,"-"
"PCBP1","chr12_124912883_124913339",3720.35468226124,"-"
"HNRNPR","chr3_48922811_48924717",3718.73383321622,"-"
"SNRPG","chr22_20126368_20126951",3714.8780299666,"-"
"RPS3","chr13_45340184_45341041",3714.85429985658,"+"
"FUS","chr20_45416694_45419294",3699.5160313517,"-"
"RPS3","chr17_73209768_73227164",3697.20648922622,"-"
"SCML4","chr19_29942664_29985222",3694.9570573416,"+"
"PTBP1","chr3_42621516_42630545",3689.66309159467,"-"
"ZRANB2","chr16_89686759_89689251",3688.50222665619,"-"
"HNRNPH1","chr22_40178140_40246014",3682.1135264301,"-"
"RBM5","chr15_50424654_50439008",3678.50848534034,"-"
"RRP7A","chr22_42576609_42576980",3674.77113003325,"+"
"UHMK1","chr1_147928578_147936626",3674.35013986972,"-"
"ACIN1","chr2_86171312_86173649",3669.96762029237,"-"
"CIRBP","chr4_189952287_189957397",3668.36333548935,"-"
"SAFB2","chr2_171687873_171690146",3660.99212009832,"-"
"CSDE1","chr20_35280118_35284175",3660.65068190149,"-"
"RBM3","chr13_52661570_52662648",3660.55155885573,"-"
"RBM17","chr6_31639226_31640198",3655.02812697321,"-"
"SAMHD1","chr6_31270085_31355316",3652.67520010242,"-"
"SAMD9","chr3_146525647_146533469",3652.12831606013,"-"
"GRSF1","chr21_33230216_33241839",3651.41699932037,"-"
"SAMSN1","chr20_36614437_36615224",3645.52979132127,"-"
"NONO","chr2_230245080_230245862",3644.96363424875,"-"
"RBM3","chr15_58899937_58901259",3643.46101856025,"-"
"TMEM63A","chr3_71299880_71359149",3640.85991070104,"-"
"HNRNPA2B1","chr4_53399839_53414614",3639.91965489233,"-"
"HNRNPM","chr2_213057099_213147707",3635.25291046867,"-"
"PUF60","chr17_63931388_63932194",3631.93827814051,"-"
"HNRNPA1","chr17_78121164_78122604",3629.93271099258,"-"
"HNRNPA1","chr12_124911899_124913723",3629.7162972483,"+"
"SCML4","chr2_38577532_38581912",3624.31521804098,"-"
"ZFP36L1","chr6_29889604_29890263",3622.65616368068,"-"
"GTF3A","chr5_112864732_112867371",3615.88959569557,"-"
"RBMXL1","chr15_25411971_25438488",3615.56905899019,"-"
"PABPC1","chr17_16440253_16441367",3612.3625586794,"-"
"ZFR","chr2_152677475_152679351",3610.72741827828,"-"
"SASH3","chr1_161548675_161549010",3604.97092586293,"-"
"SAMD9L","chr14_49828807_49829053",3601.95340235074,"-"
"SNRPC","chr16_29447026_29454015",3594.33660867881,"-"
"SNRNP70","chr4_182915575_182917287",3593.66067106147,"-"
"SAMD9L","chr15_101286293_101286907",3591.79153776137,"-"
"HNRNPA1","chr2_12723552_12724628",3589.46874001742,"-"
"ZRANB2","chr1_193059776_193075819",3587.47554739667,"-"
"POLR2G","chr17_64501143_64502009",3586.01169336165,"+"
"SNRPF","chr2_86170844_86171207",3579.71852409941,"-"
"YBX1","chr5_178211970_178214795",3579.17392752418,"-"
"CSDE1","chr12_56159622_56159974",3574.75958827539,"+"
"SRRM2","chr21_8393888_8438096",3574.55410646869,"+"
"TIAL1","chr2_68047319_68062944",3570.70602938638,"-"
"YTHDF2","chr20_31722330_31722617",3570.20192149085,"-"
"STIM1","chr21_42413222_42416441",3568.42305826803,"-"
"ZRANB2","chr3_49022768_49022877",3561.16583261537,"-"
"LSM4","chr4_53377923_53379224",3560.4169985767,"-"
"EIF2S1","chr14_90397233_90400064",3558.23854905756,"-"
"RPS3","chr2_63842204_63856305",3554.35986227768,"-"
"LSM7","chr3_49809159_49809389",3550.20158449162,"-"
"SAMD9","chr1_147928578_147936626",3548.72756086959,"-"
"RPS3","chr22_39313729_39314106",3548.61193445531,"+"
"SSB","chr1_24663224_24666814",3542.52314576844,"-"
"SAMHD1","chr2_9474647_9478221",3541.76286626922,"-"
"ZRANB2","chr2_189782602_189784268",3538.91743930487,"-"
"ZFP36","chr2_219230350_219231927",3536.31567797367,"-"
"SRRM2","chr2_233273052_233274675",3535.55664986709,"-"
"FUS","chr21_37073364_37087246",3531.3195440826,"-"
"ZFP36L2","chr2_230200965_230207990",3530.41671151006,"-"
"RPS3","chr22_39313310_39314106",3529.19267353144,"+"
"EIF4B","chr1_11654952_11655805",3528.71687620672,"-"
"MATR3","chr2_231711983_231712442",3527.62924425815,"-"
"RBM3","chr22_41781845_41793828",3524.89203808101,"-"
"SNRPD2","chr2_11172045_11174967",3524.06263038536,"-"
"GRSF1","chr1_85259061_85259357",3522.40368148574,"-"
"EWSR1","chr14_101912473_101925140",3518.87193911435,"-"
"RPS3","chr16_80980879_80981805",3517.14621784533,"-"
"SSB","chr17_58005041_58005800",3512.22040661849,"-"
"RBM39","chr4_127921771_127921859",3508.67098538523,"-"
"YBX1","chr4_77776392_77819589",3491.78202489708,"-"
"SRRM1","chr3_146525647_146528613",3487.79832862079,"-"
"SNRPB","chr17_7016685_7017256",3487.46034718306,"-"
